entity,type
Surinder Kumar,PERSON
the Tamilaga Vivasayigal Pathukappu Sangam,ORG
Sharmishtha Valavalkar,PERSON
Palamu,GPE
ACS,ORG
Deepak Kumar,POL
Om Prakash Singh,DIR
Adityanath,POL
Madan,POL
Vijayabharathi,PERSON
LIT,ORG
Selvan,PERSON
the Kerala Agricultural University,ORG
J Karthik,PERSON
Thiruvidaimaruthur,GPE
N V Kannan,PERSON
Western Zone,GPE
Thadapalli,GPE
Sarampalli Malla Reddy,PERSON
Amal Haldar,PERSON
Aditya,PERSON
BAC,ORG
Semandampalayam,GPE
All India Farmers’ Struggle Coordination Committee,ORG
Rajesh Tupatkar,PERSON
Bhagat Singh Chowk,GPE
Madan Yerawar,PERSON
BS Vir Kumar,PERSON
Radadiya,PERSON
Alok Singh,DIR
Beejhalpur,GPE
Sarjamal Punia,PERSON
AP Singh,PERSON
Rajasthan,GPE
Regina Cassandra,PERSON
Jasnoor,PERSON
Mahamana Madan Mohan Malviya,PERSON
Inderjit Singh,POL
Hazare,PERSON
Kodhara,GPE
National Highway Authority,ORG
Kadapa,GPE
UPPCB,ORG
K Annapurna,PERSON
KCC,ORG
Porbandar,GPE
ST Hasan,PERSON
Baselios Marthoma Paulose II,PERSON
Umesh Singh,POL
Bhaumik Gandhi,PERSON
Maheshpura village,GPE
Khalsa Aid,ORG
Subathra Krishnan,PERSON
FADA,ORG
APC,ORG
Ghazipur Om Prakash Singh,PERSON
Kinoni,GPE
Jagmohan Singh Patiala,PERSON
Sugarcane Research Station,ORG
IOC,ORG
Kana Talav,GPE
Ayyadevara Kaleswara Rao,PERSON
BC Patil,PERSON
Ashraf,POL
Saoner,GPE
Kongarpalayam,GPE
Palaniswami,DIR
sanyunkt morcha’s,ORG
Small Bank,ORG
Sonhatu,GPE
VS Sunil Kumar,PERSON
Sandeep Singh Cheema,PERSON
SALIGAO,GPE
Bore Gowda,PERSON
Sam,GPE
Ilakkiya,PERSON
Tamil Nadu Farmers Association,ORG
PMKNY,ORG
Ram Singh,PERSON
Vishrambaug,GPE
AP Markfed,ORG
Unmesh Patil,PERSON
DSGMC,ORG
Madan Meena,PERSON
Rajamanohar Somasundaram,PERSON
S K Singh,PERSON
Hasanpur,GPE
Red Fort,GPE
Thirupathur,GPE
Chellanam,GPE
Srikant,PERSON
Malusare,PERSON
Mitesh Trivedi,DIR
Bhugaon,GPE
Houses,ORG
Hollywood,ORG
Amaldass,PERSON
Edappadi K Palaniswam,PERSON
SIALKA,GPE
Savadhi anaj,GPE
Kisan Satyagrah,ORG
Jitendra Badwai,PERSON
Santosh Sonawane,PERSON
Ramji,PERSON
Velhe,GPE
Vinod Thapar,PERSON
Jai Singh,DIR
Guwahati,GPE
Jaipur Development Authority,ORG
Narsing Rao’s,PERSON
Fatuha,GPE
Mangarai,GPE
Akhtar,POL
Srusti Patil,PERSON
GPCC,ORG
Zorabian Chicken,ORG
Laltu Ghat,GPE
Jnana Gangothri,GPE
Manpreet,PERSON
Khuman,PERSON
The Jawaharlal Nehru Technological University,ORG
Nisarg,GPE
Sandhu,PERSON
Avertino Miranda,PERSON
Salcete,GPE
Satendra Kumar,POL
Raj Kumar Chahar,DIR
North Chotanagpur,GPE
Vade,GPE
Melauli,GPE
Sarv Jatiya Daran khap,PERSON
Kisan Credit Card,ORG
Babbar Khalsa International,ORG
Singhu village,GPE
Subhadra,PERSON
Navtej Pal Singh,PERSON
Sudhakar,PERSON
Gurpreet,PERSON
Shah Jahanpur,GPE
P Dhanapal,PERSON
Anuj Kumar,POL
Ludhiana Improvement Trust,ORG
TATA,ORG
MDMK,ORG
Amangarh,GPE
Satyaprakash Tiwari,PERSON
Shivdaspura,GPE
Harmeet,PERSON
Pak,GPE
Sajith,PERSON
Neel Kamal,PERSON
Balkrishna Sawant,PERSON
Uddhav j,PERSON
BJD,ORG
Janta Nagar,GPE
Deepak Makwana,PERSON
Yadgir,GPE
Renuka,PERSON
Krantisinha Nana Patil,PERSON
Mithra,PERSON
Ravinder Pal Singh,DIR
Arwal,GPE
Raini,GPE
Sawaikar,PERSON
Amar Kale,PERSON
Duri,PERSON
Yashomati Thakur,PERSON
The Farmers’ Produce Trad,ORG
Dharmesh Patel,PERSON
R Amutha,PERSON
Amitesh Kumar,PERSON
K Udayakumar,PERSON
Yograj Singh Chauhan,PERSON
Jayant Chaudhary,POL
Nallareddy,PERSON
Narmada,GPE
Union agriculture ministry,ORG
Ramanand Yadav,POL
Pritpal,PERSON
Bareja,GPE
Badala,GPE
Chhath,GPE
CBI,ORG
Ashish,DIR
Pasiyapur village,GPE
Perundurai,GPE
Pritam Singh,PERSON
Chiranjeevi Colony,GPE
Kumeri,GPE
Sajjad,PERSON
Rekha Dudhbhate,PERSON
Shamsher Singh Numberdar,PERSON
PAU Employees’ Union,ORG
RLIP,ORG
Thiruneelakandan,PERSON
Annapalli,PERSON
the Steel City,GPE
Darshan Singh,POL
Ninasam Sathish,PERSON
Sukhdev Singh Kokri,PERSON
Gautam,PERSON
Sardar Patel,PERSON
Kudappanakkulam,GPE
Shraddha Kapoor,PERSON
RBK,ORG
Deola,GPE
Bhagu,PERSON
Snapchat,ORG
Balraj Singh,DIR
K Venkatachalam,PERSON
Ramesh Babu,DIR
Rajaram Meel,PERSON
K C Venugopal,POL
Chajju Ram,PERSON
N Varaprasad,PERSON
Ekta Dakonda,ORG
Tahsildar,ORG
Khem Karan,PERSON
Simalia,GPE
Mohan Kumawat,PERSON
Kashmira Singh,POL
Malampatti,GPE
Manohar Ajgaonkar,PERSON
Muthireddy Yadagiri Reddy,PERSON
Ramkumar Singh,PERSON
K Laxman,PERSON
Nerial,ORG
The Corporation of the City of Panaji,ORG
Andbhoji,GPE
Bharatiya Kisan Union (,ORG
Samaspur Katebad,GPE
NSTGFDS,ORG
Uttar Pradesh,GPE
Badri Narayan Chaudhary,PERSON
Gurmeet,PERSON
Lalit Yadav,DIR
Bhagat Singh Koshyari,POL
Indian Railways,ORG
Safdarjung,GPE
NDCC,ORG
Vinaykumar Awate,PERSON
MCG,ORG
Kaloda village,GPE
Govind Electrical and Developers,ORG
BATHINDA/AMRITSAR,GPE
Prashanth Munnolli,PERSON
Devinagar village,GPE
Harsul village,GPE
Ajit Patel,PERSON
Prashant Bamb,PERSON
Rudrapur city,GPE
Subhash Chaudhary,PERSON
City Congress,ORG
Ramkaran Kala,PERSON
Sunhare,PERSON
Babu,POL
Kultar Singh Sandhwan,PERSON
", P S Masilamani",PERSON
Chinchwad,GPE
Moulana Abul Kalam Azad,PERSON
Dhai-Ghat,GPE
Anuj,PERSON
Filipe Neri Rodrigues,PERSON
School of Environmental Sciences,ORG
Juhi Chawla,PERSON
Capital,GPE
Sushanto Mukherjee,DIR
Maggar Singh,PERSON
J A Jayalal,PERSON
NL Yeotkar,PERSON
V K Yadav,PERSON
Ashok Kare,PERSON
Badal village,GPE
Ayub,PERSON
DCC,ORG
Gowtam Rao,PERSON
Vidholi village,GPE
TISS,ORG
Indergarh,GPE
Garhi,PERSON
Communist Party,ORG
Farmers Producers Organisations,ORG
Jatav,PERSON
Balasaheb Padghamal,PERSON
Thiruparankundram,GPE
Auraiya,GPE
Ministry of home affairs,ORG
Doraikannu,PERSON
Shekhar,PERSON
The Shetkari Warkari Sanghatana,ORG
the Reliance Group,ORG
Zora Singh,PERSON
Bichpuri,GPE
Elenabad,GPE
Bhutada,PERSON
Kadian,ORG
Abhay,PERSON
the Sikh Forum,ORG
Prakash Viplav,PERSON
Mahendra Singh,DIR
Sisodia,PERSON
Kamaraj,PERSON
P R Pandian,PERSON
SS Bhishma,PERSON
Madhav Shankar Rawate,PERSON
DMK,ORG
Vinod Tiwari,PERSON
Canada,GPE
Bhattacharya,PERSON
Tamil Nadu Sugarcane Farmers Association,ORG
Bhutari,PERSON
Volvo,ORG
Ramesh Dhaduk,PERSON
Khimanand Nandania,PERSON
RLP,ORG
Budha Dal,ORG
DK Thakur,PERSON
Kharicut,GPE
the Sohna Municipal Council,ORG
Jamnagar,GPE
Prabhunath Shukla,PERSON
Kasola Chowk,GPE
Narasipura,GPE
Vinayavathi,PERSON
Water Technology Centre,ORG
Saraswathi Mahal Library,ORG
Daund,GPE
the Post Graduate Institute of Medical Sciences,ORG
Dara Mallikharjuna Rao,PERSON
Hemant Thakre,PERSON
S Sivarasu,PERSON
MEP,ORG
Jagbir,POL
Telangana Pradesh Congress Committee,ORG
SP,ORG
Kotda Koda,GPE
Gopalnagar,GPE
K K Venugopal,POL
GCMMF,ORG
Karnal d,PERSON
G Ranjit Kumar,PERSON
Rishipal Singh,PERSON
Johal,PERSON
Shiv Narayan Singh Parihar,PERSON
Thattarmadam,GPE
Bharathi,DIR
Radaur,GPE
Pawar,PERSON
Bhartiya Kisan Union (Rajewal),ORG
Tukaram Mundhe,PERSON
Rajveer Lawaniya,PERSON
Rajpura Arhtiya Association,ORG
Genetic Engineering Appraisal Committee,ORG
Ecowrap,ORG
Salijamala Venkateswar,PERSON
The All-India Kisan Sabha’s,ORG
Rashtriya Swayamsevak Sangh,ORG
Ramvir Singh Bidhuri,PERSON
K H Patil,PERSON
the CPI(M-L,ORG
Firozpur village,GPE
Game,PERSON
Punjab,GPE
Sirikonda village,GPE
Gaurav Tikait,PERSON
M Thirumanavel,PERSON
Bharati Ghosh,PERSON
Bulandshahr,GPE
Kiratpur Mandi,GPE
Navnath Gore,PERSON
Pandurang Kokan,PERSON
Sindhanur,GPE
Milind Bhoi,PERSON
Neuria,GPE
Sansarpur village,GPE
Gaurav,PERSON
Anil Ghanwat,PERSON
Subhash Mane,PERSON
Solan,GPE
Sant Samaj,ORG
the Central Tobacco Research Institute,ORG
Chautala village,GPE
Barnala,GPE
The fire department,ORG
Bhavanisagar,GPE
Bihar,GPE
Katraj,GPE
Ashu,PERSON
Sailoo,PERSON
P S Yadapadithaya,PERSON
Selu,GPE
Bhoj Raj,PERSON
Penamaluru,GPE
Dushyant,POL
Santosh Desai,DIR
the International Growth Centre,ORG
Keesara RDO,ORG
Rama Krishna,PERSON
the Centre for Research in Rural and Industrial Development,ORG
Sultanpur,GPE
Agriculture college,ORG
the Agricultural Produce Market Committee,ORG
Vartej,GPE
SIT,ORG
Begumpet,GPE
Nilgiris Small and Tiny Tea Growers’ Association,ORG
Kugalur,GPE
Reliance,ORG
Valsad,GPE
Nainwa,GPE
the Punjab Regional and Town Planning and Development Board,ORG
the directorate of fisheries,ORG
Yono Krishi,ORG
Ashok Prasad,DIR
National Company Law Tribunal,ORG
GMR Varalakshmi Foundation,ORG
Kinathukadavu,GPE
Barde,PERSON
Rajiv Malik,PERSON
Iqbal Bano’s,PERSON
Kisan Ekta Morcha,ORG
Sunita Narain,PERSON
Panchavati,GPE
T Harish Rao,PERSON
Khambha taluka,GPE
Mullankolly,GPE
Bhoi Foundation,ORG
M Chinnasamy,PERSON
Banka,GPE
Haryana State,ORG
Melur,GPE
Nishant Kumar Yadav,PERSON
Partap Singh,POL
the East India Company,ORG
Daman,GPE
Majhola,GPE
Nagarajan,PERSON
Oppn,ORG
Ookaiyanoor,GPE
the Arignar Anna Sugar Mills,ORG
Debra,GPE
Sanjay R. Bhoosreddy,PERSON
Rajendran,PERSON
RD Danve,PERSON
Khoja,PERSON
Vijai Sardessai,PERSON
N Tamilselvan,ORG
Mushtaq Safiya,PERSON
Nuapada,GPE
B Vinod Kumar,POL
Kodiyalam,GPE
Ajni,GPE
Arvind Kejriwal’s,POL
Harpreet Singh,DIR
Gaurichak,GPE
Chhotkipona village,GPE
Sarv Hind Rashtriya Kisan Mahasangh,ORG
Thanthai Periyar Dravidar Kazhagam,ORG
KKN,ORG
Amitkumar,PERSON
the BKU-Lokshakti,ORG
Karaiyur,GPE
Jhabua,GPE
Kandel,ORG
Dimple,PERSON
CEEW,ORG
Khannouri,GPE
Arjun Prasad,POL
Hodal,GPE
Paonar,GPE
Maneji,PERSON
HSAMB,ORG
Radhamohanpur Vivekananda High School,ORG
Demic,ORG
Kaleka village,GPE
MNCs,ORG
Gurdwara Reru Sahib,GPE
Kannauj,GPE
M G Ramachandran,PERSON
Devendra Pincha,PERSON
Senthil Kumar,DIR
SSS,ORG
Sanjeev Suman,PERSON
Sports Authority India's,ORG
Kishtapur village,GPE
Fernandes,PERSON
Karmchari,GPE
Paund,GPE
Vijayapura,GPE
Perizaad Zorabian,PERSON
Maganti Narasa Raju,GPE
Y Othakadai,GPE
Jai Jawan,PERSON
Rajiv Sabharwal,DIR
Kangar,PERSON
Jitendra Tiwari,DIR
Anjangaon Surji,GPE
Khambha,GPE
Ayali,PERSON
SS Kaler,PERSON
Chandpur,GPE
NHS,ORG
Sardara Singh Johal,PERSON
Jagroop Kaur,PERSON
Maharashtra Pradesh Congress Committee,ORG
the Kolhapur Agriculture Produce Market Committee,ORG
Agrawal,PERSON
Dehgam village,GPE
Rupalon,GPE
Aditya Verma,PERSON
Botcha,PERSON
Bojja Dasaratharami Reddy,PERSON
Preet Singh,PERSON
a Primary Agriculture Credit Cooperative Society,ORG
Kesarbai,PERSON
Dharbandora,GPE
Manzoor,PERSON
Daan Bahadur,PERSON
Anirudh,PERSON
Birja Ram,PERSON
Nath,PERSON
Mohammadwadi,GPE
Quepem,GPE
KVK,ORG
Mitauli tehsil,GPE
Vijay Kumar Trivedi,PERSON
Pinjore,GPE
Sunil Malusare,PERSON
Harsimran Kaur,PERSON
Salve,PERSON
Ralegan,GPE
NBA,ORG
K Periasamy,PERSON
Dharmendra Pradhan,POL
Pasumpon,PERSON
Dadaji Bhuse,PERSON
AL Tikle,PERSON
Chiroundi,GPE
Mahendra Shirodkar,PERSON
Jairam Ramesh,POL
Gurpatwant Singh Pannun,PERSON
Kawarsi,GPE
NDRF,ORG
Dushyant Kumar Gautam,PERSON
Bastar,GPE
The Samkyukta Kisan Morcha,ORG
The disaster management division,ORG
P Anbuselvam,PERSON
Rajbir Kaur,DIR
Jagtar Singh Singh,PERSON
Shyoraj Singh,POL
Talpona,GPE
Siddhartha Dutta,DIR
Mannargudi,GPE
Digvijay Singh,DIR
Dalbir Singh,DIR
PSPCL,ORG
Pervej,PERSON
Magan Rak,PERSON
Virendra Yadav,PERSON
Vairathikulam,GPE
Nitin Raut,PERSON
Ansals,ORG
Salendri Anjaiah,PERSON
UDD,ORG
Paghdar,PERSON
Balaji,PERSON
Tarkishore Prasa,PERSON
Communist,ORG
Jayant Patil,PERSON
United,ORG
Savli taluka,GPE
Saurabh Bharadwaj,PERSON
Naranapuram village,GPE
Sewagram,POL
SC/ST,ORG
Osmania General Hospital,ORG
Pathankot,GPE
Munneru,GPE
Manoranjan Kalia,PERSON
Vishwas,PERSON
the soil conservation department,ORG
NDDB,ORG
Khanauri-Jind,GPE
the National Commission on Farmers’,ORG
Sardar Vallabh Bhai Patel Agriculture University,ORG
Jauhar Trust,ORG
Mayilambadi village,GPE
Antarwadi,GPE
Kuruburu Shantakumar,PERSON
Sangeeta Mungbhate,PERSON
Najibabad,GPE
Jatinderpal Singh,PERSON
Bhartiya Kishan Union,ORG
Khoda,GPE
Paud,GPE
Phulchand Tirkey,PERSON
Guajrat,GPE
Gadwal,GPE
K T Vemananda,PERSON
RAF,ORG
Akshay,PERSON
Jyani,PERSON
Kavita Srivastava,DIR
NCP,ORG
Gondia,GPE
Chamarajanagar,GPE
Aulakh,PERSON
Nighasan,GPE
Zishan Rao,PERSON
Tanda Bijesi,GPE
Bazpur,GPE
Padra,GPE
Vinod,POL
Rurka Kalan,GPE
Waghmare,PERSON
the Forest College and Research Institute,ORG
Mujibur Rahman,PERSON
Sara Ali Khan,PERSON
Prahlad Patel,PERSON
Swapna Liddle,PERSON
Pawan Goenka,PERSON
Usilampatti,GPE
Barey,GPE
Rajsamand,GPE
Jai Raj Kendy,PERSON
Sachin Tendulkar,PERSON
the Tamil Nadu Civil Supplies Corporation,ORG
Kisan Mahapanchayat,ORG
The 'Kisan Sabha',ORG
C P A Hall,ORG
Ratan Nayak,PERSON
Ve,GPE
Mayawati,POL
Santosh Ahirwar,PERSON
Soraba Taluk,GPE
Channagiri,GPE
Satwinder Dass Heera,PERSON
Itawa,GPE
Waghagad,GPE
Baljinder Kaur,POL
Rajvir Singh,POL
Swami Vivekananda,PERSON
Rakesh,PERSON
Singhvi,PERSON
Shingara Singh Mann,PERSON
Randeep Singh Deol,PERSON
Ghoshi,GPE
Anthanallur,GPE
Trinamool,ORG
Bhudaiah,PERSON
R N Bhojani,PERSON
Rawat,PERSON
Mandeep Singh f,DIR
Prabhjot Singh Dhaliwal,PERSON
S Surmukh Singh Virk,PERSON
Hanumannagar,GPE
Sohan Juwarker,PERSON
Kharar,GPE
Raveendran,PERSON
Ganga Ram Punia,PERSON
Sunandu Sudhakaran,PERSON
NMC,ORG
Rythula Aikya Vedika,ORG
Pondicherry,GPE
meanwhil,GPE
Himayathnagar,GPE
Akkalkot,GPE
Karishma,PERSON
Indapur,GPE
Tetar More,GPE
Samvad,GPE
Hooda,PERSON
SP Singh,PERSON
Chandrakant ‘Babu’ Kavalekar,PERSON
Hanumanthapura,GPE
Devarapalli,GPE
Gandhi Hospital,ORG
Naresh Puglia,POL
Adampur,GPE
Vellankuli,GPE
1076,ORG
Narsing Naika,PERSON
Matar,GPE
Palanpur,GPE
Arvin,POL
Satnam Singh Ahluwalia,PERSON
Simaria Talluke Maharajpur,GPE
Magallu village,GPE
Bibipet,GPE
Botany,GPE
Mukesh Kumar Mehta,PERSON
Archana Dutt,PERSON
the Bharat Bandh,ORG
the Central Reserve Police Force,ORG
Ramesh Pawale,PERSON
Lakhni,GPE
Hardeep Singh Dibdiba,PERSON
Mandideep,GPE
the Independent Power Plant (IPP,ORG
Akbar,PERSON
Vicky,PERSON
Amit Parmar,PERSON
Arakalavadi,GPE
Gahygaon,GPE
Kevadiya,GPE
Mamat,PERSON
Shailendra Singh Dhaka,PERSON
International Growth Centre,ORG
Hanumant Parab,PERSON
Sajith Abraham,PERSON
Parveen Bansal,DIR
Atul Singh,DIR
S Ganesh,PERSON
Kandivli,GPE
Nallur,GPE
Gurpreet Singh Kangar,PERSON
Vic,PERSON
Kahnuwan,GPE
Preetham,PERSON
Dhruv Dahiya,PERSON
Kisan Samanvaya Sangharsh Samiti,ORG
PK Goyal,PERSON
Shivamogga,GPE
Wankhede,PERSON
Dudhwa,GPE
Behra,GPE
Gupta,PERSON
G R Chintala,PERSON
Bara,GPE
Lalkuan,GPE
Pilibhit sadar,GPE
Khalsa,ORG
Santosh Pawar,POL
Swaraj Abhiyan,ORG
Bhoopani,PERSON
Channarayapatna taluk,GPE
Nandigama mandal,GPE
Hajara,GPE
Kachanam,GPE
Jashandeep Singh,PERSON
Jai Prakash Dalal,DIR
Chaubepur,GPE
Mamatha,PERSON
Talaja,GPE
BAU,ORG
patwari,PERSON
Sudha Narayanan,PERSON
US,GPE
Consortium of Indian Farmers Associations,ORG
The Rashtriya Loktantrik Party,ORG
Amreek Singh,POL
Munderwa,GPE
Shiv Kumar Kakkaji,PERSON
Kushboo,PERSON
Central Excise,ORG
Zone c,ORG
Delhi Disaster Management Authority,ORG
Khushbirsingh Chandol,PERSON
Bapchaya,GPE
Delh,GPE
Ganesan,DIR
Vibhor Mohan,PERSON
Bokaro,GPE
Amol,PERSON
Trimbak taluka,GPE
Preet Pal Singh,PERSON
Narender Modi,POL
Delhi Traffic Police,ORG
Nalanda Engicon Pvt Ltd.,ORG
Champalal Bothra,PERSON
the Fastener Manufacturers Association of India,ORG
R Raja,PERSON
Faizan Bavani,PERSON
Rajarajeshwarinagar,GPE
Erode,GPE
Sikh Sangathan,ORG
Mysuru-,GPE
Gobichettipalayam,GPE
Suraj Mehetre,PERSON
Dharmana Krishna Das,PERSON
Sadhu Singh Dharamsot,PERSON
Ki,PERSON
NHRC,ORG
Ram Surat Rai,POL
Radhey Krishna,PERSON
the ICAR-IISR,ORG
Abdul Raes,PERSON
LCB,ORG
Ashok Yadav,POL
all India Kisan Sabha,ORG
Bengal,GPE
Kuldeep Srivastava,PERSON
Naresh Patel,PERSON
M S Arun Prasath,PERSON
Tut,PERSON
Shekaran M,PERSON
Trinamool Congress,ORG
Bhutal Kalan,GPE
Tar Kishore Prasad,PERSON
P Bharaneesh,PERSON
Ranjeet Gujarati,PERSON
Medak district,GPE
Dhillon,PERSON
Sanjay,PERSON
Itagi,GPE
Carmona,GPE
Shimlapuri,GPE
M Nagarajan,PERSON
Kallakudi,GPE
Guru,PERSON
Subhash Lomte,PERSON
Siddhartha Mahajan,DIR
Palike,PERSON
Vellakoil,GPE
Ritesh,PERSON
Faridabad-,GPE
Navjot Kaur Sidhu,PERSON
Muthu Murugan,PERSON
Panhala,GPE
Ashwin Patel,PERSON
Karunanidhi,DIR
Minapur,GPE
Chandrakant Patil,DIR
Janta,GPE
Girish Dayalan,PERSON
Harnam Singh,POL
Rythu Bharosa Kendras,ORG
Manjinder Singh Sirsa,PERSON
Jagat Prakash Nadda,POL
Igatpuri,GPE
Buxar,GPE
JDU,ORG
M Siva,PERSON
Gurmeet Singh Meet Hayer,PERSON
Hiranki,GPE
Katehra village,GPE
B Kalpana,PERSON
Tupkar,PERSON
Anthony Sebastin,PERSON
Sunhare Lal,POL
Farmers Protection Association,ORG
Azad,PERSON
Sopeti Hema Sree,PERSON
Bandhwari village,GPE
Ranjit Kamble,PERSON
Amrik Singh Varpal,PERSON
H Raja,PERSON
Bachhu Kadu,PERSON
Delhi Integrated Multi-Modal Transit System,ORG
the Sahitya Akademi,ORG
Mainpuri,GPE
Sonu,PERSON
Daryaganj,GPE
Bhanauta,GPE
Surinder Singh,PERSON
Jattpura,GPE
PS Pradyumna,PERSON
Kamatwade,GPE
Save Narmada,ORG
Kanathur,GPE
Parashuramappa,PERSON
KK Ragesh,PERSON
Krantikari Kisan Union,ORG
Pawan Khoja,PERSON
Baja,PERSON
Arjun Salunkhe,PERSON
Dongorim,GPE
China,GPE
the Santhal Pargana,ORG
Shri Krishna Sinha,PERSON
Panag,PERSON
Indira Hriyadesh,PERSON
Ajay Daronch,PERSON
Border Area Sangarash Committee,ORG
Jasbir,PERSON
C5 Infra Private Limited,ORG
Gurmeet Singh,POL
Lalan Kumar,PERSON
Jaspal Singh,DIR
Niloufer Hospital,ORG
Sagar Diwa(17,PERSON
PDS,ORG
Devesh Chaturvedi,PERSON
Bodke,PERSON
Amul Dairy,ORG
‘Samyukta Kisan Morcha’,ORG
Kamlesh Bhatt,PERSON
Manoj,POL
Amra Ram,POL
Kamble,PERSON
Bharatiya Kisan Union 's,ORG
Roni,PERSON
CMC,ORG
Vipin,PERSON
PAU Teachers Association,ORG
Sita Bai Tadvi,PERSON
Gujarat Land Development Corporation,ORG
Punhana,GPE
TNPCB,ORG
Velip,PERSON
Narayana Hospital,ORG
Sanjeev Baliyan,PERSON
Gurkirpal Singh Gill,PERSON
Thiruverumbur,GPE
Mundgod,GPE
the Swaminathan Committee,ORG
CPI (M,ORG
Mohali Beopar Mandal,ORG
Niphad,GPE
the Rajya Sabha,ORG
Narendra Helaiya,PERSON
Thaniyamangalam,GPE
Parliament,ORG
Bengal Congress,ORG
Raikhad,GPE
Pushpinder Singh Chopra,PERSON
Keshava Rao,PERSON
Wankaner,GPE
Mayem,GPE
Harapanahalli,GPE
Ashok Bhuyar,PERSON
Rourkela,GPE
DND,ORG
The Sanyukta Kisan Morcha Maharashtra,ORG
Union Jal Shakti,ORG
Pagalavadi,GPE
Sirugamani,GPE
Nilgiri,GPE
Bhagwant Mann,POL
Osian,PERSON
Ajit Vaghela,PERSON
Deshmukh Shekhar Sanjay,PERSON
Ammalur,GPE
LS Kurinji,PERSON
Dineshpur,GPE
Jayashankar Telangana State Agriculture University,ORG
AICC,ORG
Mamallapuram,GPE
Chaudhary Anil Kumar,PERSON
Derabassi,GPE
the Praja Janshakti Party,ORG
Keelaiyur,GPE
National Institute of High Security Animal Diseases,ORG
Naresh Uttam Patel,PERSON
Dupare,PERSON
Food Corporation of India,ORG
Chote Lal,POL
Hemangi Patel,PERSON
B S Koshyari,PERSON
Sufal Mahto,PERSON
Doltala More,GPE
the East Zone,GPE
Omar Khalid,PERSON
M Asha Devi,POL
CPI-ML,ORG
Mane,PERSON
Navalgaon,GPE
Jaik Kisan Andolan,ORG
Chadivayalpathi,GPE
MAAL HAI KYA?â,PERSON
Kadabagere Cross,GPE
Pareek,PERSON
Sukumaran Unni,PERSON
N Nageswara Rao,PERSON
Panjab University ’s,ORG
Bhesan Police Station,ORG
Wasake,PERSON
Hosur,GPE
Gurveer Singh,PERSON
Miraj taluka,GPE
Chhan,GPE
C Ranjith Kumar,PERSON
Brinjal,ORG
Bichkunda,GPE
Dhule,GPE
M&M.,ORG
the Pradhan Mantri Matsya Sampada Yojana,ORG
Nilambur,GPE
Pakkam village,GPE
Nagloi,GPE
the department of animal husbandry and veterinary services,ORG
Kumar Parvez,PERSON
Wilson,PERSON
Greater Hyderabad Municipal Corporation,ORG
G V Ramana Murthy,PERSON
Meet Hayer,PERSON
Bhavana Gawali,PERSON
Yelnare,PERSON
Ahmer Siddiqui,PERSON
Jeetpura village,GPE
Mandeep Singh,DIR
Chomu,GPE
BSES Rajdhani,ORG
UK,GPE
Sahid Chowk,GPE
Ajith Kumar,PERSON
Mahaorange,ORG
Takli,GPE
Yediyurappa,PERSON
Chandra Pal's,PERSON
R Kavitha,POL
Vadvalli,GPE
Rama Rao,PERSON
Abisheka Kattalai,GPE
Cheropalli village,GPE
Manoj Kumar Jha,PERSON
Pandi,POL
Amboli,GPE
Paul Pandian,PERSON
Tikait-ji,PERSON
Ambodi village,GPE
Panneerselvam,POL
Rajendra,PERSON
Shanmugam,DIR
Sonu Vartia,PERSON
Praveen P Nair,PERSON
Bhachau,GPE
Zamirullah Khan,PERSON
Jagannath,POL
GB Pant institute,ORG
V K Singh,PERSON
N Kirubakaran,PERSON
Thirupoonthiruthi,GPE
Afghanistan,GPE
Vinod Aggarwal,DIR
DPCs,ORG
Kashmir Singh,POL
Atul Jaiswal,PERSON
Uttarakhand Congress,ORG
Rajnath Singh-ji,PERSON
D Swaroopa,PERSON
Umesh Mishra,DIR
V Dhakshinamoorthy,PERSON
Kamadevamangalam,GPE
The Central Institute of Cotton Research,ORG
Gurunanak Engineering,ORG
Shetkari Sangathana,ORG
Nehtaur,GPE
JRKSS,ORG
Mahal Kalan,GPE
Pradhan Mantri Fasal Bima Yojana,ORG
Agumbe,GPE
Kundli,GPE
Manjit Kaur,POL
Machhri Khurd,GPE
Gokulpeth,GPE
Sunny Deol,PERSON
Chuhar Chak,GPE
Dhurala,GPE
the Kisan Andolan Committee,ORG
Chawda,PERSON
Harjit Singh Grewal,PERSON
Nuh,PERSON
BKU-Bhanu,ORG
Shri Guru Gobind Singh,PERSON
Guru Nanak,PERSON
Jarnail Singh,POL
Ghudda village,GPE
Shaan Mohammad,POL
Shastri Colony,GPE
the Lal Bahadur Shastri’s,PERSON
Anurag Thakur,PERSON
Khushi Panchal,PERSON
Hegde,PERSON
Nagaraj,PERSON
Jaswant Singh,POL
Mahendra Karamariya,PERSON
NREGA Watch,ORG
Agriculture Census,ORG
Desar taluka,GPE
Sombir Singh Sangwan,PERSON
Galwan,GPE
Sunil Kedar,PERSON
SMC,ORG
Khatri,PERSON
Nareshbhai Shingala,PERSON
Biswas,PERSON
PPCB,ORG
Narinder Singh Shergill,PERSON
Kailash Choudhary,DIR
All India NEET,ORG
Kandiyankovil,GPE
Met,ORG
Om Parkash Dhanka,POL
Harda,GPE
Chaudhary Devi Lal,POL
Valasupalayam,GPE
Nathsagar,GPE
IGC,ORG
Shegaon,GPE
Javed Akhtar,PERSON
Faldu,PERSON
Wajid Nisar,PERSON
Mahesh,PERSON
Karikalan village,GPE
Pettaivaithalai,GPE
