name,type
GTB Nagar,ORG
Kottoor reserve,ORG
SSNL,ORG
Jaspreet Singh,PERSON
Muthana,ORG
John Micheal,PERSON
Bhupendra Patel’s,PERSON
acacia,PERSON
HACA,ORG
Dr RC Agrawal,ORG
Punjab Union,ORG
Daskroi,GPE
MLC,ORG
Mangalore University,ORG
Sivarasu,PERSON
Ratu,GPE
Chandrapillaivalasu,ORG
Bemetara,GPE
Ramachandran,GPE
Dangar,PERSON
Akota,GPE
Kiran Dolare Patil,PERSON
Vikesh Sagar,PERSON
RDO D Vijayender Reddy of Gajwel,ORG
Malad,PERSON
Sarabha Nagar Market Shopkeepers’ Association,ORG
Siroli,GPE
Gaja,PERSON
Biju P Thomas,ORG
the High Court,ORG
Yavatmal GMCH,GPE
Palwan,GPE
Ibrahim Ali Khan,PERSON
dharti,ORG
Sanjay Kumar Jha,PERSON
GUJCTOC,ORG
the Maharashtra (Urban Areas) Preservation of Tree Act,ORG
Delhi Congress,ORG
Indora,GPE
RDO,ORG
the Krishi Sichai Yojana,ORG
Olectra,PERSON
Krishak Samaj,PERSON
subsidy head,PERSON
Kundrapu Kondadu,PERSON
APSDPS,ORG
the Anti-Methane Project Federation,ORG
Dr Yelnare,GPE
Ananya,GPE
Daryaganj,ORG
Curtorim,ORG
Loha,GPE
Buta Singh Dhillon,PERSON
Maravapalayam,PERSON
Bandu Patil,PERSON
Jafrabadi,GPE
The Delhi-Meerut Expressway,ORG
Kumuram Bheem Asifabad,ORG
Ramgarh,PERSON
Bilaspur,GPE
Umesh Solanki,ORG
furguperda,PERSON
Soren,PERSON
Naalaiya Theerpu,ORG
Sunita,PERSON
Naika,PERSON
Shanker Vekaria,PERSON
Dausa,ORG
Jardalu mango,PERSON
Khera,PERSON
Derabassi,PERSON
The Mining and Geology department,ORG
Rhizoctonia,PERSON
MLA Sidharth Kuncalienker,PERSON
Kisan Mandis,PERSON
west zone,GPE
Ghazipur,ORG
Bhavalkheda village,GPE
Sanjaytori Talaviya,ORG
Siddipet,GPE
K Vasuki,PERSON
Sukhminder of Saphera,PERSON
Mahal,ORG
Dabwali,ORG
Botad,GPE
YSR Jalakala,PERSON
JAIPUR/ALWAR:,ORG
Dr Shendre,PERSON
K Sengodan,PERSON
Mahapanchayat,ORG
the Velair MRO’s,ORG
Solan,ORG
Ravindranath Mahto,PERSON
Bodaki,GPE
Idukki,GPE
Bhalchandra Shirsat,PERSON
the Zonal Transplant Coordination Committee,ORG
Scan Karo for CamScanner,ORG
Sawai Madhopur’s,GPE
Shwait Malik,PERSON
Ashwin Bhobe,PERSON
Chandra Prakash,PERSON
Basavaraj Masto,PERSON
Nihangs,PERSON
Telangana State Agricultural University,ORG
Bettiah,GPE
Sheeshpal,PERSON
Pritpal Singh,PERSON
Deelip Mhaisekar,PERSON
K Raju,PERSON
TOIin,ORG
Chopda,ORG
YSR Cheyutha,PERSON
Vade-Sanguem,ORG
Hooda,ORG
Gangadharappa,PERSON
Karangiya,PERSON
Haveri,PERSON
the Stanley Reservoir,ORG
Vannamei,GPE
Vadodara,GPE
Jagdishpur,PERSON
Los Angeles,GPE
DMK MLA,ORG
Kesineni Nani,PERSON
Surendra Kumar,PERSON
Alwar’s Shahjahanpur,PERSON
"Velaga, Gangaravi, Gummadi Teak",ORG
Nandurbar,ORG
Nanpara,PERSON
the Smart City,GPE
Lingampalli,PERSON
Alangudi,GPE
Vivek Kumar Mishra,PERSON
Roorh Singh,PERSON
the Hyderabad Metropolitan Water Supply and Sewerage Board,ORG
Gurdwara Rakabganj Sahib,ORG
Pune Agriculture Produce Marketing Committee,ORG
Om Prakash Dhankar,PERSON
the state agriculture department,ORG
Federation of Automobile Dealers Association,ORG
Ghanavat,PERSON
SGCCI,ORG
Faridabad,PERSON
A M Khanwilkar,PERSON
the MVP Rythu Bazaar,ORG
Dhankawadi,GPE
Vasundhara Raje,PERSON
Bairiya,GPE
Kulwant Singh Pandori,PERSON
tim,PERSON
Chandrakant Kavlekar,PERSON
Oberoi,PERSON
The Poona Merchants’ Chamber,ORG
Palwal ’s,ORG
Pilalda,PERSON
K N Balagopal,ORG
Gour,PERSON
Anjana Yelavarthy,PERSON
SHO Bilsi,PERSON
Jai Bangla,PERSON
KS Kanagaraj,PERSON
INLD,ORG
Charan Singh,PERSON
Benipal Naginder,PERSON
Jaipur Collector Jagroop Singh Yadav,ORG
Nidani,ORG
Rajanna-Sircilla,ORG
Sarojini Nagar,PERSON
Dalbr,PERSON
KT Rama Rao,PERSON
Cel,PERSON
Kollampally,GPE
Rohad,GPE
Mohammed Shaikh,PERSON
BATHINDA/AMRITSAR/PATIALA:,ORG
Majhara village,GPE
Mirjapur,GPE
Raichur,GPE
Aabadgarh village,GPE
Saheb Singh Sekhon,ORG
Rythu Bandhu The Rythu Bandhu,ORG
Pal Kaur Bhutari,PERSON
Sonpal,PERSON
Digvijay Singh,PERSON
Pt Deen Dayal Upadhaya Junction,ORG
Infrastructure Ltd,ORG
Uttar Pradesh 's,ORG
Sugar Factories (GSFCSF,ORG
Shahuwadi,GPE
Francis D’Souza,PERSON
Moti,PERSON
Kheti Bachao,PERSON
Union Budget,ORG
National Law University,ORG
Labourers,ORG
Budget,ORG
BKU Ekta-Ugraha,ORG
"The ""Atmanirbhar Bharat""",PERSON
Maa Durga Park,GPE
Tanmanjeet Singh Dhesi,ORG
Gurpreet Kaur Brass,PERSON
471,PERSON
Madhukar Ganpat Hagawane,PERSON
Jaideep Hardikar,PERSON
Justin,ORG
ec,ORG
AMRAVATI,ORG
Pongal,ORG
Shivani Joshi,PERSON
basil,PERSON
Milma,PERSON
Janta Nagar,PERSON
Aasara,PERSON
C M Thorat,ORG
Jayesh Patel,PERSON
Hasmukh Gandhi,PERSON
Amreli,ORG
Prasanna Kumar,PERSON
IARI,ORG
Rajkot Civil Hospital,ORG
R Amutha,PERSON
N S Parthasarathy,PERSON
Penukonda,GPE
N Tamilselvan,ORG
MLA Subhash Chaudhary and Radaur MLA Bishan Lal Saini,ORG
Kasarvav village,GPE
Assam Agricult,PERSON
the Coimbatore Corporation Contractors Welfare Association,ORG
MPS,ORG
Mridula Chandra,PERSON
Mudakathan,GPE
"Council on Energy, Environment and Water",ORG
Chengal Reddy,PERSON
Annadiben Patel,PERSON
Rajesh Jejurikar,PERSON
Narottam Mishra,PERSON
Rudresh Nansekar,PERSON
Kabar,GPE
Madhapur,GPE
sorportel,ORG
Atoha,GPE
Srusti Patil,PERSON
The All India Kisan Sabha’s,ORG
Dharmesh Patel,PERSON
AGMARK,ORG
Mo,GPE
the Sathi (Sustainable Agriculture through Holistic Integration,ORG
SALEM,ORG
Aka,PERSON
Joy Tirkey,PERSON
Ambethgar,PERSON
Sundar,ORG
the Calcutta National Medical College,ORG
the Union Budget,ORG
All India Kisan Sabha Coordination Committee,ORG
Joseph,PERSON
Naraendra Modi’s,PERSON
M Nagaraju of JD(S,ORG
Chandrakant Gaude,PERSON
Jeeta,PERSON
Kararwala,PERSON
UAPA,GPE
Inquilab Zindabad,PERSON
Kumar Tikait,PERSON
Raghubar Das,ORG
Anandpur Bindpur,GPE
Android,ORG
Dushyant Chautala ’s,PERSON
Sulkhan Singh,PERSON
Singhur,PERSON
JMC,ORG
Kothrud,PERSON
Shahbad,GPE
Eeco,ORG
Popatpara,GPE
M Manimaran,PERSON
Niranjan Swain,PERSON
Panipat,GPE
the agriculture university,ORG
Cuttack,GPE
Melia,GPE
Rural Development,ORG
Amarjeet Dhanda,PERSON
Dhan Shyam,PERSON
Trichy City Corporation,ORG
Baljinder Singh,PERSON
Rajesh Verma,PERSON
Anjanadri Hills,PERSON
State Energy Conservation Mission,ORG
B Shankaraiah,PERSON
Piyush Baliyan,PERSON
Onkar Nath Singh,PERSON
Firozpur,PERSON
Gangti,GPE
Ajamal Nagar,PERSON
Deobali Chauhan,PERSON
Machhiwara,GPE
GVM,ORG
Paradip,GPE
Kirit Somaiya,PERSON
Subhash Shelke,PERSON
Kisan Kalyan Mission,PERSON
Nithiinâs,PERSON
Peont,GPE
Pratap Singh Singhvi,PERSON
Kuausmedia,ORG
the Upper House of Parliament,ORG
Modi 1.0,ORG
Shahipura,GPE
Centre,ORG
Vergani,PERSON
Mohinder,PERSON
Kundali-Manesar-Palwal,ORG
the agriculture department’s,ORG
Dharwad,GPE
Hazaribag SDPO Kamal Kishore,ORG
Telangana State Road Transport Corporation,ORG
Rajsamand,GPE
Mudikondan,GPE
Harsul village,GPE
Regional Agriculture Research Institute,ORG
Ghoshi Rambali Yadav,PERSON
Colin Gonsalves,PERSON
Maharashtra and MP,ORG
Richhaula,GPE
Mangardah,GPE
Madhampalayam,ORG
Lalji Vala,PERSON
Raipur,PERSON
Galgibaga,PERSON
Karishma,PERSON
Jagdeep Singh,PERSON
Maheshinder Singh Grewal,PERSON
Suryawanshi,PERSON
SSC,ORG
Gaighata,ORG
Singh Chilla,PERSON
Apoorv Chawdhary,PERSON
Munderva,GPE
PU,GPE
Velanthavalam,GPE
Satav,PERSON
the Central CEN Crime,ORG
Nataraj,PERSON
Narendra Modi-led,PERSON
Dipankar Saha,PERSON
the Zilla Parishad,ORG
Gajendra Singh,PERSON
Rincy Jaslin,PERSON
Dr Patil,PERSON
Gram Seva Sahakari Samitis,PERSON
Vishram Singh,PERSON
Pepsi,ORG
Santosh,ORG
Kadujakkasandra,GPE
Model Town,PERSON
BHEL,ORG
Uppiliyapuram,GPE
Sarabanga,GPE
Kankasi,GPE
Kelakhera,GPE
Pinky Taneja,PERSON
Grihasth,PERSON
Ramala,PERSON
Anil Kumar,PERSON
Vardi,GPE
Haripura,ORG
Sushma Date,PERSON
Chamalavalasa-Rachakindam,ORG
the Central Institute of Brackishwater Aquaculture,ORG
Kasauli,GPE
All Indian Kissan Majdoor Sangh,ORG
Sanyukt Samaj Morcha,PERSON
V Deepana Visveswari,PERSON
Montreal,GPE
Laiju,PERSON
Gobichettipalayam,GPE
BRFLU,ORG
Bhawni,GPE
Mohpa village,GPE
Duare Sarkar,PERSON
Koduri,GPE
Rajesh Pratap Singh,PERSON
Palia BJP MLA Romi Sahni,ORG
Ajay Sahni,PERSON
Farrukhabad,GPE
Pratapnagar,GPE
Motinge,ORG
Murlidhar Nagargoje,PERSON
Maida,GPE
Cheema,ORG
The Farmers’ Produce Trade and Commerce (Promotion and Facilitation,ORG
Bella,PERSON
the state agriculture university,ORG
the Congress Bhawan,ORG
Bari,PERSON
nendran,ORG
Maina Curtorim,PERSON
the Centre when Parliament,ORG
Dhananjai Jain vs UOI,PERSON
Lakhimpur Kheri,ORG
Sonu Vartia,PERSON
Miryalaguda,PERSON
Modi,PERSON
JDU,PERSON
Manoj Durairaj,PERSON
the Central Pollution Control Board,ORG
"Bijnor, Bharatiya Kisan Union",ORG
Mangeram Tyagi,ORG
Tamil Nadu,GPE
the Mahatma Gandhi National Rural Employment Guarantee,ORG
Lalpur village,GPE
Naqvi,PERSON
BSR,ORG
Snapcha,GPE
Sardulshahar,PERSON
Punjabis,GPE
the Agriculture Mission,ORG
Jasleen,PERSON
Bagalkot,PERSON
the National Highways Authority of India,ORG
Ludhiana,PERSON
ki,PERSON
Venkata Ramana,PERSON
Payal,PERSON
Pooja,GPE
Shah,ORG
Jai Bhagwan,PERSON
Dahod,PERSON
Balnadu,GPE
Vrindavan,GPE
Dakha,PERSON
Baghakuti,GPE
Md Nadimul Haque,PERSON
Suresh,GPE
Kaka Singh Kotda,PERSON
Mukul Mehra,PERSON
the Kisan Brigade,ORG
Paldi,ORG
Chinchwad,ORG
Rajpal Nagose,PERSON
P Ayyakannu,PERSON
Hannan Mollah,PERSON
Manoj Kshirsagar,PERSON
Rohini Sindhuri Dasari,PERSON
Nitin Karodade,PERSON
Jitu Vaghani,PERSON
DKEKSC,ORG
Karnataka,GPE
Braj Narayan Chakbast Memorial Gold Medal,ORG
Mico Layout,PERSON
Narayan Singh,PERSON
NMK-1 Golden,PERSON
NH-52 (Sikar),ORG
Nidhi Bhardwaj,PERSON
Kanya Pujan,PERSON
Harivansh Narayan Singh,PERSON
the Maharashtra State Agriculture Marketing Board,ORG
NRI,ORG
Deepak Khatal,PERSON
Nanma,ORG
Anti-Corruption Bureau,ORG
Anjarvarthalai,PERSON
Fadtare,ORG
Devi Charan,PERSON
Delhi Metro Rail Corporation,ORG
Laboratory,ORG
Panchayat,ORG
Ganesh Karnik,PERSON
CM Modi’s,ORG
Yashwant Kumar Singh,PERSON
Anna,GPE
kisan karuga,PERSON
Prakasam Barrage,PERSON
BKU-Lokshakti,ORG
Lokendra,PERSON
Mulshi,GPE
Research (MCAER,ORG
St Mary’s,PERSON
Harsh Gupta,PERSON
Mukesh,PERSON
Kisan Ekta Chandigarh,PERSON
rotati,GPE
Surain Singh,GPE
Emmanuelle Charpentier,PERSON
Madurai,ORG
Nirmal,ORG
Urna,GPE
Sandip Jagtap,PERSON
Daibalgarh,GPE
Astha,PERSON
Appachi,GPE
"Bank of Maharashtra, State Bank of India and",ORG
Dinesh Dhillon,ORG
Behvalpur,GPE
Chaklasiya and Sheladiya,ORG
Nilesh Mandlewala,PERSON
Sanjay Awathare,PERSON
Narender Poultry Farm,ORG
Aaditya Thackeray,PERSON
Ropar,ORG
Ramesh Babu,PERSON
Uben,GPE
Sarbaloh Granth,PERSON
Dharamvir Singh,PERSON
Kalaignar,PERSON
RRECL,ORG
Gondal APMC,ORG
Bageshwar,GPE
Dongorim,GPE
WR,ORG
Mirzamurad,GPE
Singh Chahal,PERSON
Sangvi,ORG
Buffalo,GPE
SP-RLD,ORG
Dantewada,GPE
Haryana Congress,PERSON
MS Swaminathan Commission,ORG
the Tamil Nadu Irrigated Agriculture Modernization Project,ORG
Sambal,ORG
GNIDA,ORG
Singh Bains,PERSON
McGraw-Hill,ORG
GEC,ORG
Gardud,GPE
Phadte,GPE
Navibandar,GPE
Bhavanipet,GPE
Rachakonda,ORG
Guajrat,GPE
Goa PWD,PERSON
Vishnukanth Chatpalli,PERSON
Parveen Bansal,PERSON
Garad,PERSON
Ashish Modi,ORG
Kharkhoda,GPE
Chandhan,PERSON
VuMonic,PERSON
Jagadish Shettar,PERSON
Saat Nischai,PERSON
the ‘ Times Water Summit,ORG
the Nagarfort Hospital,ORG
the US West,ORG
Shravan Dutt Singh,PERSON
Anvesh,ORG
Salil Deshmukh,ORG
RJD,PERSON
Swati Kulkarni,PERSON
Haryana State Pollution Control Board (HSPCB,ORG
Ramautar Verma,PERSON
Keeranur,ORG
KOZHIKODE,ORG
Parliament,ORG
Sanjay Jha,PERSON
Madhepura,GPE
Dasarwar,ORG
Suryakant Dhasmana,PERSON
PM,ORG
Kalpana Patel,PERSON
Marri Yadav Reddy,PERSON
Navnath Chavan’s,PERSON
Delhi Pradesh,ORG
Jasp,PERSON
ridge gourd,PERSON
Lucknow-Agra,PERSON
the Gujarat State Disaster Management Authority,ORG
Shree Swami Samarth Engineering Company,PERSON
wheat.proc2020.ctrl@punjab.gov.in,PERSON
B C Patil,PERSON
Sodala,ORG
Haryana-New Delhi,ORG
Lok Bhavan,PERSON
Dinesh,GPE
Bindukhatta,ORG
Yogi,PERSON
Chandigarh-Mohali,PERSON
Botcha,PERSON
the National Research Centre for Banana,ORG
Chandrashekhar Azad,PERSON
Vasudevanallur,GPE
Annamalai University,ORG
Madavoor,PERSON
Subba Rao,PERSON
Maharashtara,GPE
Vishnu Dutt Bajpai,PERSON
Vishal Pawar,ORG
Halol,GPE
Waris,GPE
the APJ Abdul Kalam International Foundation,ORG
Tajpur,GPE
Devasthanam,GPE
Gurudatta Bhakta,PERSON
Vijay,PERSON
Jay Prakash,PERSON
the Gangapur Left Bank Canal,ORG
MLA K Raghupathi Bhat,PERSON
New Delhi: Traffic,GPE
Surjit Kumar Jayani,PERSON
Nagarajan,GPE
State Agriculture University,ORG
Agra Public Carrier Association C,ORG
Cabral,ORG
Guntur,PERSON
HBA,ORG
Karunya Nagar,ORG
Srinagar Colony,PERSON
Mohan Rao,PERSON
Rak,PERSON
Masheval,GPE
Gurtej Singh Dhillon,PERSON
Bhagwanpur,ORG
the Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Act,ORG
Anbil Mahesh Poyyamozhi,ORG
K K Birla,ORG
Sampigehalli,GPE
The Bharatiya Kisan Sangh,ORG
Ran Nagar,PERSON
Karn,GPE
Todoba Andhari Tiger Reserve,ORG
Vedanta Ltd,ORG
Vankunavath Bulli,PERSON
Gothrakhurd,PERSON
Nulsoor,GPE
Bantwaram,ORG
Girdawari,PERSON
Pokia,ORG
Gautam,GPE
ISC,ORG
Ravindra Rai,PERSON
Kongu,GPE
Srikakulam,PERSON
CEO & co-founder,ORG
GHAZIABAD/RUDRAPUR: Members of,ORG
Singh Jaggi,PERSON
The All India,ORG
Sanghatana,GPE
Masaurhi,ORG
K Ram Reddy,ORG
Mohammadi,GPE
Chandrapur,ORG
thei,ORG
Hospital,ORG
Katraj,GPE
Malegaon,ORG
Pratap Nagar,PERSON
"Jamnagar, Dwarka",ORG
Khutar,GPE
Kesharam,PERSON
Sanyunkt Kisan Morcha,GPE
ASI Goa,ORG
Vaanakalam,GPE
Tanveer Khan,PERSON
DND,ORG
Ramanan,GPE
Halcon,GPE
’s Chhatarpur,GPE
Manikandam,GPE
Paghdar,GPE
Harcharan,PERSON
Jehangirabad,GPE
Digha,GPE
C J Chavda,ORG
the state marketing federation,ORG
Madhav Bhandare,ORG
Dinesh Desai,PERSON
Ajni,GPE
Poinguinim,ORG
Peddapalli,PERSON
Rekha,PERSON
Indira Gandhi Nahar Project,ORG
Mainkar,PERSON
P P Kharpatil Constructions Pvt Ltd,ORG
Needy,PERSON
Najibabad,GPE
Kshama Fernandes,PERSON
Trichy P Ashokan,PERSON
P Ashok Gajapathi Raju,PERSON
Guru Nanak Thermal,PERSON
Bima Yojna,PERSON
Ashish Chaturvedi,PERSON
Mumbai International Airport Ltd,ORG
Ahmedgarh,GPE
G Gopinath,PERSON
Dayanand Bandodkar,PERSON
Ajaypal Natt,PERSON
Limpolie,PERSON
Bahujan,PERSON
Khaunte,PERSON
Punjab State Civil Supplies Corporation Ltd,ORG
YouTuber Lilly Singh,ORG
the Indian Penal Code and Section 5 of TNPID Act,ORG
Nuh,PERSON
SHO Arun,PERSON
Innambur,GPE
ISI,ORG
ABKS Bhuwaneshwar Mehta,ORG
Kamala Harris,PERSON
Movva,ORG
Shivanand Singh,GPE
Guru Nanak Dev Thermal Plant,PERSON
GNDU,ORG
Neelam Gorhe,PERSON
Rajesh N,ORG
Alappuzha district,ORG
Epidemic Diseases,ORG
Sikh,ORG
Tafcorn S Nesamani,ORG
"Paralakhemundi, Talcher,",ORG
Sanyukt,ORG
Congress,ORG
Malkajgiri MP Revanth Reddy,ORG
Murmi,ORG
pakke mull,ORG
Chamoli,GPE
DT Vasavada,PERSON
Shirdi Dham,ORG
kharif,PERSON
Kozhikode,PERSON
Durang Khud,PERSON
Matti,ORG
"Kundli, Tikri and Palwal",ORG
Anil Nandal,PERSON
Raisina,GPE
Mathura SSP Guarav Grover,PERSON
"Khalistanis, Andolanjeevis",ORG
Greater Noida,PERSON
Sushma Arora,PERSON
Nakhasa,PERSON
Kahlon,ORG
Kharja,GPE
Shri Niwas,PERSON
Nivruti Parsekar,PERSON
H V Sisara,ORG
VM Singh,ORG
Nizamuddin,GPE
Left Front’s,PERSON
National Institute of Agriculture Marketing,ORG
B.C.,GPE
Ganpat Darade,PERSON
Nattukkalpalayam,GPE
Anil Baijal,PERSON
Kadur,GPE
Union ministry of Minister of Consumer Affairs,ORG
KK Joshi,PERSON
Jan Shatabdi Express,ORG
Chalisgaon,PERSON
Vekar,PERSON
Manohal Lal Khattar,PERSON
Jamli,PERSON
Yograj,PERSON
Tek Ram Kandela,PERSON
Diamond Harbour MP,PERSON
South Chotanagpur,GPE
Kondalgraharam,GPE
Thenkarai,PERSON
Guru Gobind Singh Medical College,ORG
Andhra Ponni,PERSON
Ghanshyam Patel,PERSON
SN Tiwari,ORG
"C P A Hall, Bodinaykannor",ORG
Bada Talab,ORG
Sun,ORG
Kaliya,ORG
THIRUVANATHAPURAM,ORG
Nazar Malik,PERSON
Devgadh Baria,GPE
Swamimalai in Thanjavur,ORG
P Joshi,PERSON
Railapur,GPE
BENGALURU,ORG
Pushk,GPE
Trains,PERSON
Dus,PERSON
Golu,PERSON
Maharashtra Gomantak Party,ORG
Dr Roshan Nazareth,PERSON
the National Agriculture Development Programme,ORG
Capt Amarinder,PERSON
Mahendra Pathak,PERSON
Kotputli,GPE
Cuddalore,GPE
T Vinod,PERSON
Uruli Kanchan,GPE
greenery,ORG
TMC,ORG
Shivajirao Moghe,PERSON
Shivaji Sabhaji Adangale,PERSON
RSS,ORG
the Union ministry of agriculture and farmers’ welfare,ORG
Amdabad,GPE
Mangli Prasad,PERSON
Rajkot Agricultural Produce Market Committee,ORG
Siruguppa,GPE
Acacia,PERSON
Sahane,PERSON
BKU Charuni’s,ORG
Amol Thorat,PERSON
Basavaraju of Congress and Kotehundi M Mahadevu,ORG
the Swaminathan Commission’s,ORG
SAI,ORG
Prem Singh Bhangu,PERSON
Uttar Pradesh's Ramraj,ORG
Marc,GPE
"Instagram, Facebook",ORG
Chaitanya Mundlik,PERSON
Sanjeev Bhaskar,PERSON
Panhala village,GPE
Kissan Sammaan,PERSON
SG,ORG
Budha Dal,ORG
YSR Farm Mechanisation Service Scheme,ORG
Parshottam Sidpara’s,PERSON
Udupi,GPE
Jhabraram,GPE
M Malathi,PERSON
Shirpur,GPE
Gour Malda,PERSON
Errabelli Dayakar Rao,PERSON
Patel,ORG
Meheshbhai Chamar(20,PERSON
Lande,ORG
Narmada Bachao,PERSON
Khopade,GPE
Metrowater,PERSON
Raosaheb Danve,PERSON
Charai,PERSON
Harjit Sajjan,PERSON
Kushboo,ORG
Farhan Vohra,PERSON
Uzhavar Sandhais,GPE
Vinay Ram,PERSON
IFFA,ORG
K Jayaprakash,ORG
the Wild Life Protection Act,ORG
Kalwan,GPE
Dnyaneshwar Mahagovind,PERSON
Rythu Bheema,PERSON
"Dharwad, Kalaburagi",ORG
Misrod to Board Office Square,ORG
Mavikalan,ORG
Manish Jadhav,PERSON
Khajurna,GPE
Yuva Morcha,ORG
Shabbir Ali,PERSON
Jatinder Singh Chhina,PERSON
the Haryana Pashudhan Board,ORG
US Nagar,ORG
Manjappa,GPE
the Karnataka Vikas Grameena Bank,ORG
the State Reserve Police Force,ORG
Bhartiya Kishan Union,ORG
Pulaputturu,GPE
LMT,ORG
Jatiya,PERSON
HSAMB,ORG
Chithehra,GPE
Veeramathiamman,GPE
Akshay Kumar,PERSON
the State Bank of India’s,ORG
H Krishnan,ORG
Prabhakar,PERSON
the Vinayaka Coconut Producers Company,ORG
Farmer Madhusudan Arveli,PERSON
Muralidhar,GPE
Telangana,GPE
Pragati Gokhale,PERSON
Jangra Samaj,PERSON
Tribhuvan Kaushik,PERSON
All India Farmers Protesting Committee,ORG
Baytu,GPE
Khanderai Travels,PERSON
MPs,PERSON
Unjha,GPE
Albert Ekka Chowk,PERSON
Nainital People’s Forum,ORG
Aharya Devvrat,PERSON
Sher Singh,PERSON
Buddhadeb Bhattacharjee,PERSON
Odisha,GPE
Ayali,PERSON
Poolavari,GPE
Nilesh Thorat,ORG
Kaniyanahundi,GPE
Badalpur,GPE
The Ahmedabad Agriculture Produce Market Committee,ORG
jai kisan’,PERSON
Nanakmatta,ORG
Tangedco,ORG
"Amritsar, Jalandhar, Zirakpur and",ORG
Patan MLA Kirit Patel,ORG
Nalgonda SP AV Ranganath,ORG
Raman,PERSON
Letchworth,GPE
Tiruchi Shiva,PERSON
Maninderjit Singh,PERSON
STP,ORG
desi ghee,PERSON
Pilgao,ORG
Rohitashav Sharma,PERSON
Gauspur,PERSON
Pakki Tibbi,ORG
Jagmohan Singh Patiala,PERSON
Shivraj,PERSON
Samsher Rathwa,PERSON
SI) Hussain,ORG
Machnoor in Jharasangam,ORG
Anoopgarh,ORG
Mahila Andolan,PERSON
LPF,ORG
Kambrekar,ORG
Lalitpur,GPE
Indian Council of Agriculture Research,ORG
SDMC,ORG
Amudalapalli Ramurthi Naidu,PERSON
Krishnakumar,PERSON
Sitaram Trading,PERSON
paddy residue management,ORG
Nagapattinam,ORG
Jhanjharpur,ORG
Sanjay Singh,PERSON
Mrityunjay Mohapatra,PERSON
Indian Institute of Sciences,ORG
Malihabad,GPE
Sonalika,PERSON
Khempur village,GPE
Assam Bhubaneswar Kalita,PERSON
Kumarguda,ORG
National Academy of Agricultural Research Management,ORG
All-India Kisan Sangharsh Coordination Committee,ORG
CAIT,ORG
Abid Pradhan,GPE
Mouda,ORG
DSFC,ORG
Pashan,GPE
Semmedu,ORG
Balamurugan,PERSON
Arupathy Kalyanam,PERSON
Gurwinder Kaur,PERSON
Kalyan Kumar,PERSON
Gagewal village,GPE
Raju Satapara,PERSON
Hasiru,GPE
Morcha,GPE
the Indian Government,ORG
Pimplas Ramache,ORG
Bhanwari Devi,PERSON
the Akikrit (Integrated),ORG
Tariq Anwar,PERSON
Houses of Parliament,ORG
Benipal,ORG
Khambhat,ORG
Vishal Bhardwaj 's 'Pataakha',ORG
SRGSBT,ORG
NEW DELHI/ALWAR,ORG
the House of Commons,ORG
the Junior Federation Cup,ORG
The Locust Warning Organization,ORG
the department of horticulture,ORG
Baba Balbir Singh,PERSON
Uchana MLA Dushyant,PERSON
Tungabhadra,PERSON
Sadhu,PERSON
Ashirwad Path Jansabha,PERSON
The Kisan Congress,ORG
Venkaiah,PERSON
Birsa Agricultural University,ORG
Congress-NCP,ORG
Abhay Chautala,PERSON
Chatushrungi,PERSON
Rajpurohit,PERSON
Nilima Gawas,PERSON
Gandhavayal,GPE
Sehpura,GPE
TH Naidu,PERSON
Tariq Manzoor,PERSON
The Food Corporation of India,ORG
Punjab BJP,ORG
Jambhe,GPE
Bharatiya Sikh Sangathan,ORG
Indian National Congress (INC),ORG
Arun Latkar,PERSON
Karapalayam,PERSON
Samyukt Kisan Morcha’s ‘Asthi,ORG
TN Sugarcane,ORG
Akshay Patole,ORG
Punjab Agriculture University,ORG
Shahjanahpur,PERSON
Romi Dev,PERSON
Tajne,ORG
Ambedkar Chowk,PERSON
S Vijayakumar,PERSON
Amritsar-Nanded,ORG
the Goa State Cashew Feni Producers,ORG
Deepak Patel,PERSON
Trolley Times,ORG
Tamil Nadu Cooperative Marketing Federation,ORG
Sangle,ORG
Kelambakkam,ORG
Ajit Shinde,PERSON
Pawan Kalyan,PERSON
"Kisan Sangharsh Samiti, Sriganganagar",ORG
the Asian Development Research Institute,ORG
Gayathri,PERSON
Rajasthan State Seed Corporation Ltd,ORG
SOD,ORG
procure gelatin,PERSON
Pakora,ORG
HM Vishwanath,PERSON
Kule,ORG
Bhaniyawala,GPE
Khublal Pandit,ORG
Ec,ORG
Jaswinder Singh,PERSON
Mukkombu,ORG
Junagadh,GPE
Shansherpur,GPE
Surjit Singh,PERSON
Banga Bhushan,PERSON
Rajeev,ORG
avalanche zone,GPE
RBC,ORG
K D Yadav,ORG
Kamlesh,GPE
AIKS coordinating committee,ORG
Akshay Patodiya,PERSON
Suratgarh-Ganganagar,PERSON
Pokhariyal Nishank,ORG
Spices Board,ORG
Bhendi Bazaar,PERSON
BHATINDA/AMRITSAR,ORG
Ghodke,PERSON
Sanjivani Sugar,PERSON
Deepak Joshi,PERSON
Nippani,GPE
Kallanai,GPE
Pangong,GPE
Jan Ashirwad Yatra,PERSON
Rajesh Tewari,PERSON
the Agricultural Produce Market Committees,ORG
SK Saran,PERSON
Jai Kisan,PERSON
BGII,ORG
for Bharatiya Kisan Union,ORG
Jitu,PERSON
Amritsar,ORG
Indian Union Muslim League,ORG
Rohtak-Hisar,ORG
