entity,type
SP-RLD,ORG
Karnataka State Natural Disaster Monitoring Centre,ORG
Tushar Girinath,PERSON
Lakhisarai,GPE
Baluheda,GPE
Telangana Domestic Workers Union,ORG
Sadum,GPE
Hanumant Phuge,PERSON
MP Sales Corporation,ORG
Mattewara village,GPE
Rajindra Singh,POL
K Kavitha,PERSON
Nandgarh village,GPE
Gorkha Singh,PERSON
Roshan,PERSON
GB Pant University of Agriculture and Technology,ORG
Pant,ORG
Vijayababu,PERSON
the CM Relief Fund,ORG
Sidhartha,PERSON
Sanyukt Kisan Sangharsh Samiti,ORG
Chithehra,GPE
Suresh Bhardwaj,DIR
Srinagar,GPE
extendi,GPE
Sachkhand Express,ORG
Pandu,POL
Nishant Yadav,PERSON
Saurabh Bhardawaj,PERSON
Gudhan village,GPE
Manuji Thakor,PERSON
Pratyaya Amrit,DIR
Moonak,GPE
the All India Sikh Student’s Federation,ORG
The Karnataka State Cooperative Marketing Federation,ORG
Pipariya,GPE
Surrey,GPE
Jaspreet Singh,DIR
Seed Centre,ORG
Nemawar,GPE
MJ Groups,ORG
V K Gupta,PERSON
Desiya Thenninthiya Nathigal Inaippu Vivasayigal Sangam,ORG
New Guwahati,GPE
Kovilpalayam,GPE
Vaibhav Parab,PERSON
Kisan Andolan Committee,ORG
M Rajamohan,PERSON
Irai Anbu,PERSON
the Central Institute of Brackishwater Aquaculture,ORG
Mina Sidam,PERSON
Nagnath Talgude,PERSON
Kapoorthala,GPE
Karambakadu,GPE
Thrissur,GPE
Chadauni,ORG
Rishab Jha,PERSON
Bathinda/Jind/Jalandhar/Patiala,GPE
Bharath Nagar,GPE
Kannukkudi West,GPE
Shubham,PERSON
S V Gojia,PERSON
Khurja,GPE
Doraikkannu,PERSON
the Agricultural Technology Management Agency,ORG
Richhaula,GPE
netizens,ORG
Niwari,GPE
LDF,ORG
KKU,ORG
Krishan Gavar,PERSON
Sarojini Nagar,GPE
Shanivarsanthe,GPE
Dayanand Poonia,PERSON
Kailash Kher,PERSON
Vikas Chaudhary,PERSON
Raj Bhavan,ORG
Vinod Vasava,PERSON
Keshav Patil,PERSON
Rajinder Singh,POL
ODP,ORG
Polem Loliem,GPE
Kanthalloor,GPE
Manaba,GPE
Indian Institute of Vegetable Research,ORG
Villupuram,GPE
Volvo,ORG
Havappa,PERSON
Peddireddy Ramreddy,PERSON
East Godavari,GPE
Shravasti,GPE
Lakshmi Kumkuma Archana,PERSON
C Vijayabaskar,PERSON
the Supreme Court ’s,ORG
K Rajamani,PERSON
Mahindra group,ORG
The Netherlands,ORG
Maya Bisht,PERSON
The Indian Meteorological Department,ORG
LBP,ORG
Kanpur dehat,GPE
Bhupinder Singh Chattha,DIR
Rajesh Kumar,PERSON
Gurmail Singh,PERSON
Divyang Adhikar Mahasangh’s,GPE
V Vijay Mohan Reddy,PERSON
Nationalist Congress Party,ORG
RBKs,ORG
FMC,ORG
Thirunelly,GPE
Dhamda khazan,GPE
Sidhana,ORG
A S Shastri,PERSON
Van Panchayat Sangharsh Samiti,ORG
Khagaria,GPE
Nishank,PERSON
Lokendra,PERSON
Chandbhaja village,GPE
Amarinder Singh,POL
Velip,GPE
Thirumeni,PERSON
Haryana Pashudhan Board,ORG
Sampurna Nagar Sugar Cooperative Mill,ORG
Madotanda,GPE
Settikulam,GPE
Nara) Lokesh,DIR
Kalpana Patel,PERSON
Avtar Singh Faroke,PERSON
O Panneerselvam,ORG
Yogesh Chandra Yadav,PERSON
Jagmohan Singh,PERSON
Kaloda village,GPE
Bajaj Nagar,GPE
S S Kokari Kalan,PERSON
Kshirsagar,PERSON
BJD,ORG
Key Gee Bright Live Stock India Pvt Ltd,ORG
Sunjwan village,GPE
Ashish,POL
Bagga,PERSON
Swaraj maidan,GPE
Rajeswara Rao,PERSON
Daulatpur,GPE
Mali,PERSON
Shivram Tulshiram Khutade,PERSON
Diwakar Srivastava,PERSON
Salgini,GPE
Sajjan Singh Cheema,PERSON
Meesala Raju,PERSON
The Bihar Regimental Centre,ORG
Vishal Pawar,PERSON
Panikampatti,GPE
Harpal Singh Cheema,DIR
Vekar,PERSON
America,GPE
Irshad Wali,PERSON
Jasvir Singh Virk,PERSON
Rafale,ORG
Ganjanpur,GPE
Thazhambur,GPE
Himanshu Khurana,PERSON
Valmikinagar,GPE
Balram Singh,PERSON
Satish Gautam,PERSON
Nambukuzhi,GPE
the Kolhapur Agriculture Produce Market Committee,ORG
Modi de,GPE
Kokri Kalan,PERSON
Pachgai Khera,GPE
Kamareddy,GPE
BMTC,ORG
Akal Takht,PERSON
Girish Pillai,DIR
Rakesh Kumar,PERSON
Machnoor,GPE
RAJKOT,PERSON
Kamal,POL
Karthika,GPE
Mangesh,GPE
Hussain Khan,PERSON
Mahatma Gandhi Nagar Vikas Yojana,ORG
the Civil Supplies Corporation,ORG
PTI National Assembly,ORG
Keshav,PERSON
Dharmapuri Arvind,DIR
Tamil Nadu Farmers’ Association,GPE
the Samyukta Kisan Morcha’s,ORG
Sarang Awad,PERSON
Prashanth Patil,PERSON
V S Kalisamy,PERSON
Nadeem,PERSON
Santiniketan,GPE
Samruddhi,GPE
Patara Police,ORG
— Sandhya Nair,PERSON
All India Farmers’ Struggle Coordination Committee,ORG
Baba Amte,PERSON
Sivareddy,PERSON
Baandheva,GPE
Preet Gill,PERSON
Indian Railway Traffic Services,ORG
Harish Chandra,POL
Sawai Madhopur,GPE
Ram Agarwal,DIR
Vrindavan,GPE
Palse,GPE
S P Ilangovan,PERSON
Burgula,GPE
Kisan Congress,ORG
Andhanallur,GPE
Tilam Union,ORG
Harjinder Singh,DIR
Lad,PERSON
Rewasan,GPE
Mangudi,GPE
CIIE,ORG
Mahbubnagar district,GPE
Ebhal,PERSON
Basavaraj Masto,PERSON
The Amritsar Poultry Industry Association,ORG
Punjabrao Mahadevrao Gawande,PERSON
Kumbh Mela,ORG
Vishnu Dutt Bajpai,PERSON
the House of Commons,ORG
The Delhi Disaster Management Authority,ORG
Aroor,GPE
Arvind Yadav,PERSON
Jagar Singh Bajwa,PERSON
Albertina Almeida,PERSON
Sakoli,GPE
Rajamanohar Somasundaram,PERSON
Mata Rani Chowk,GPE
Haridwar,PERSON
Warora,GPE
Haryana Kisan Manch ’s,ORG
Sutrapada,GPE
Banbasa,GPE
Kanpur Dehat,GPE
Rajkumar alias Raju Mor,PERSON
Vergani,GPE
Pangong,GPE
Harwinder Nambardar,PERSON
Bahujan Sama,PERSON
Banginapalli,GPE
Nilgiris Small and Tiny Tea Growers’ Association,ORG
Kherva,GPE
Nallathambi,PERSON
Gurpreet Singh Rummy,PERSON
Saurabh Rao,PERSON
Bhakodar,GPE
Tamil Nadu Cooperative Marketing Federation,ORG
Punjab Remote Sensing Centre,ORG
Jayathi Ghosh,ORG
Rambali Yadav,PERSON
Irrigation Management and Training Institute,ORG
Mewa Lal’s,PERSON
Agricultural and Processed Food Products Export Development Authority,ORG
Shindewadi,GPE
Athwalines,GPE
Top Sengattupatti,GPE
Manji Sahib,PERSON
Sugam Anand,PERSON
Naresh Kashyap,PERSON
Lakhimpur city,GPE
Gonder,GPE
"Gaondongrim,",GPE
Barey village,GPE
Chandra Bhan Singh,PERSON
National Institute of Oceanography,ORG
Ravi Shukla,PERSON
Sahaspur,GPE
Satbir Pahalwan,PERSON
Dukhniwaran Sahib Gurdwara,GPE
Satrikh,GPE
National Human Rights Commission,ORG
United Kingdom,GPE
Ravindra Binwade,PERSON
Milind Shambharkar,PERSON
IRSDC,ORG
Momaser,ORG
Jitentra,PERSON
Ughadewadi,GPE
MCG,ORG
the Food and Agriculture Organisation of United Nations,ORG
Singh Uboke,PERSON
Prakash Vasava,PERSON
Rameshwarpally,GPE
Jammikunta,GPE
Pipara & Co,ORG
Ghantasala village,GPE
D Sasikumar,PERSON
Rajesh Kumar Dwivedi,PERSON
Chandur Bazar Panchayat Samiti,GPE
Lakhan Yadav’s,PERSON
Bhaumik Dholaria,PERSON
Manav Garima Trust,ORG
the Santhal Pargana,ORG
All India Trade Union Congress,ORG
—Omer bin Taher,PERSON
Bhankrota,GPE
Jalka village,GPE
Surendra Gadling,PERSON
the Delhi Legislative Assembly,ORG
Sikh,ORG
Chidanand Savadi,PERSON
the ministry of commerce & industry,ORG
Ram Gopal Sharma,DIR
MK Anand,PERSON
Rama Shankar Prasad,PERSON
Margani Bharat,PERSON
Subhash Phaldesai,PERSON
Shyam Diwan,PERSON
USDA,ORG
Udailal Anjana,PERSON
Dhangar,POL
NRCG,ORG
K Ramakrishna Rao,DIR
Yogesh Rayate,PERSON
Kiran Kumar,PERSON
Naujheel,GPE
DCC,ORG
Dakshina Kannada Cooperative Milk Producers’ Union Limited,ORG
Kolgate,PERSON
the Central Board of Secondary Education,ORG
Railapur,GPE
Aba Kale’s,PERSON
Tamil Nadu Banana Producers ’ Group,GPE
Bhaguji Tengle,PERSON
RLIP,ORG
Biju P Thomas,DIR
Lodipur,GPE
Goan,GPE
Wardha Jilha Shetkari-Kamgar Andolan Samanvay Samiti,ORG
Janna,PERSON
Shahjahapur,GPE
N Anjamma,PERSON
Nanpara,GPE
Sonam,PERSON
Talwandi Sabo Yodha Singh,PERSON
Gangavathi,GPE
Rajgarh,GPE
Milinath Shirgaonkar,PERSON
Vijender Chauhan,PERSON
the Civil Hospital,ORG
IRRI,ORG
Devadi village,GPE
The Birsa Agriculture University,ORG
Chikkamagaluru,GPE
Sangeeta Bijlani,PERSON
Mujibur Rahman,PERSON
Sahalpreet Singh,PERSON
@APPOLICE100,ORG
the Consortium of Industrial Agro forestry,ORG
Jyoraha Kalyanpur,GPE
Sisodia,PERSON
Kanaksinh Jadeja,PERSON
BJP Kisan Morcha’s,ORG
Nejia Khera,GPE
SGCSR College,ORG
Crime Mithilesh Singh,PERSON
Sahu,PERSON
the Office of the Prime Minister of India,ORG
Dharukhera,GPE
Harman Singh Jeji,PERSON
Left,ORG
Lobo,PERSON
Anand Vihar,GPE
R Umarani,PERSON
S A Manikandan,PERSON
Rashid Khan,POL
JANS NKKC,ORG
Corona,PERSON
Sunil Tingre,PERSON
Udhampur,GPE
Dubbak,GPE
Shekhawat,GPE
Harsh Gupta,DIR
Indian Overseas Bank,ORG
Andhra Pradesh,GPE
National Highways Authority of India,ORG
Murshidabad,GPE
Bicholim taluka,GPE
Shendge,PERSON
Sai,GPE
Kautik Weldode,PERSON
Anaicut,GPE
T P Ramakrishnan,PERSON
Perundurai,GPE
Abhishek,POL
Ranjit Dhillon,PERSON
IFPRI,ORG
Gurmel Singh,PERSON
Romell Realtors,ORG
Laiju,PERSON
Nagendra Singh,POL
Sukumar,PERSON
Farmana,GPE
Suresh Cheeta,PERSON
Poroskodem village,GPE
Sainik Farms,GPE
Indrajit Khachar,PERSON
K Lalitha,PERSON
Ulundurpet,GPE
G Triveni,PERSON
Chittampatti,GPE
Gagan Deol,PERSON
Talaja taluka,GPE
Jyotish Surendran,PERSON
the ministry of food,ORG
Rajendra Prasad Central Agriculture University,ORG
Abhijit Yelwande,PERSON
Faculty of Technology and Engineering,ORG
Chamoli,GPE
Kashmira,PERSON
Anil Anthwal,PERSON
Joginder Singh Ugrahan,PERSON
G S Bedi,PERSON
KAPURTHALA,GPE
Kangayem,GPE
Shubam,PERSON
Western Railway,ORG
Lokesh Kumar,PERSON
Rushikonda,GPE
Chinnakodur,GPE
FPG,ORG
Amol Thorat,PERSON
Mahanteshappa,PERSON
Hafeez,POL
Yellapur,GPE
Prashant Yadav Patil,PERSON
Sidpara,PERSON
Mandeep Malik,PERSON
the Reserve Bank of,ORG
Transco,ORG
Bhikhapur Kanedeeh,GPE
Sidhu,PERSON
Sameer Wankhede,PERSON
Elukurthy,GPE
Kamaljit Kaur,DIR
Mohammad Mushtaq,PERSON
Los Angeles,GPE
Nareshji,PERSON
Amaravati Joint Action Committee,ORG
East Nagpur,GPE
Cham,GPE
Thavamani,POL
Chapta village,GPE
Kaikaluru,GPE
SBCC,ORG
Randhir Singh,POL
Uzhavar Santhai,GPE
Dharmendra Sharma,DIR
Saryu,PERSON
Morh,ORG
V Hemla,PERSON
Chilkur,GPE
Rakesh Bhatnagar,PERSON
A Srikanth Reddy,PERSON
M Murugesan,PERSON
Madia Gond,GPE
Alok Agarwal,POL
Narasingapuram,GPE
Mansinh Patel,PERSON
Mahto,PERSON
Nafees,POL
Kanu Patel,PERSON
Kaniyanahundi,GPE
Ankit Pawar,DIR
NDRF,ORG
Neermullikuttai,GPE
Durgalal Gurjar,PERSON
Ravi Chauhan,PERSON
National Centre for Disease Control,ORG
Sunil Bukane,PERSON
Acharya NG Ranga Agricultural University,ORG
the National Livelihood Mission,ORG
Khategaon,GPE
Chander Bhan,PERSON
MANDYA,GPE
Maidenhead,GPE
Vijender Singh,POL
Kishor Solanki,PERSON
the Public Works Department,ORG
CIAF,ORG
KIA,ORG
Bihar Rajya Kisan Sabha,ORG
K C Rathinasamy,PERSON
Lomte,PERSON
Mamtesh Pasi,PERSON
DMRC,ORG
All India Democratic Women's Association,ORG
Boota Singh Burjgill,PERSON
Ravindra Maithani,PERSON
AAI,ORG
Khalsa Aid,ORG
Narpat,PERSON
Ayyadevara Kaleswara Rao,PERSON
Sheokand,PERSON
Ravi Shankar Prasad,POL
Kumar,PERSON
Devi Singh,POL
Mahadev Dondwada,GPE
Nizamabad district,GPE
Neelam Gorhe,PERSON
Saket Kumar Singh,DIR
Maharaj ki Khedi,GPE
Manisha Sidam,PERSON
Federation of Surat Textile Traders’ Association,ORG
Stephen Kinnock,PERSON
B J Deshmukh,PERSON
Rachakuntapalle,GPE
Satish Kulkarni,DIR
Suresh Gautam,POL
Sudhir Kothari,DIR
The Tamil Nadu Vivasaigal Sangam,ORG
Balaji Srivastava,PERSON
Aaliya Siddiqui,PERSON
Randeep Singh Surjwala,PERSON
Chandrashekhar,POL
Waghala village,GPE
Bhopal,PERSON
Madan Kaushik,PERSON
Firozpu,GPE
Khanauri,GPE
Boothalapuram,GPE
Diego Gracias,PERSON
Pishora Singh,PERSON
Bhaila Matiya,PERSON
Nagina,GPE
the National Dairy Research Institute,ORG
Pyarelal,POL
West Bangal,GPE
NHS,ORG
Nagar Palika,ORG
Lucknow,GPE
Phulambri,GPE
Pulivendula,GPE
Muthu,PERSON
KARNAL,GPE
Mission BC,GPE
P Ponnusamy,PERSON
MMC,ORG
Pimpri,GPE
Jeenath,PERSON
Saheb Shaikh,PERSON
Kolathukkombai,GPE
SMS Infrastructure Limited,ORG
SSC,ORG
Maneesh,PERSON
Brijendera Singh,DIR
Naressh Bera,PERSON
Gian Chand Gupta,PERSON
PMK,ORG
"Maharashtra Council of Agriculture, Education and Research",ORG
Nariyala village,GPE
Goa Bhagayatdar,GPE
Kamal De,PERSON
Ambulance Drivers' Association,ORG
Kabirganj Sadhan Sahkari Samiti,GPE
Manegaon,GPE
Ballia,GPE
Piplishah,GPE
Radhanpur,GPE
Bunye,GPE
the British Parliament,ORG
Mohangarh,GPE
Colaba,GPE
Sandeep Pasania,PERSON
Shahabad-Markanda,GPE
Prakasam Barrage,GPE
Jitu,PERSON
Durgadas Kamat,PERSON
the National Institute of Technology,ORG
NHAI,GPE
Mehrauli,GPE
Simplex,ORG
Badala,GPE
KGF,GPE
Gakuved,ORG
Ghodbunder,GPE
Prakash Shrivastava,PERSON
JAP (L,ORG
Harish Uthaman,PERSON
Voice Trust NGO,ORG
Prem Kumar Vislawath,PERSON
Multani,PERSON
G-20,ORG
Tiruvannamalai,GPE
Khirsara,GPE
the Gujarat Information Commission,ORG
Hidyatullah Mir,PERSON
IIM Kolkata,ORG
Jagbir Singh,PERSON
Venod Sharma Ji,PERSON
Tollywood,GPE
Mahila Kisan Committee,ORG
Sailesh Balkawade,PERSON
Ramdev Yadav,PERSON
Gajendra Singh Shaktawat,PERSON
P Moorthy,PERSON
Una Civil Hospital,ORG
IIM-A.,ORG
Sultan Mohammad Khan,PERSON
National Disaster Relief Force,ORG
Sangem,GPE
Mahamana Agri-Business Incubator,ORG
( Avichal Chaturvedi ),PERSON
Parminder Singh,DIR
Chandra Shekhar Azad University,ORG
Reeta,PERSON
Katara,PERSON
Gurch Singh,PERSON
National Oil Fed,ORG
B B Bangar,PERSON
ASCI,ORG
Valsad-Dang ACB,ORG
the Centre,ORG
Manimuthar,GPE
Wisdom Islamic Organisation,ORG
Lodhika,GPE
Bhartiya Sikh Sangthan,ORG
Abdullah Azam,PERSON
Harsinghpur,GPE
Campiyarganj,GPE
Peeragar,GPE
HAZARIBAG,GPE
BKU-Bhanu,ORG
Anil Sareen,PERSON
Kavita Srivastava,DIR
Sukhbir Singh Ba,PERSON
Kisan Mazdur Sangarash Committee,ORG
KKN Anburajan,PERSON
S Panneerselvam,PERSON
Y S Jagan Mohan Reddy,PERSON
Hospet,GPE
Kot Dharmu,GPE
ADRI,ORG
Melvin Roy,PERSON
Dinkar Patil,PERSON
Sasidhar,PERSON
Megh,PERSON
M Satyanarayana Murthy,PERSON
GIHED-CREDAI,ORG
Jhammat,GPE
Vaz,PERSON
Seraulim,GPE
Paddhar,GPE
Amit Kala,DIR
Naveen Kumar,POL
the Sahitya Akademi,ORG
Pathan,PERSON
Yashasvi Yadav,PERSON
Geeta Devi,DIR
Khatav,GPE
Radhe Bishnoi,PERSON
Jadhav,PERSON
Navadia,PERSON
Jasnoor,PERSON
Maalupur village,GPE
Kanagasabapathy,PERSON
Aurangabad,GPE
Prabhakar,PERSON
Sajjanrao More,PERSON
Pradeep Atri,PERSON
ICAI,ORG
Dinesh Navadia,PERSON
Rohilkhand,GPE
Amit Parmar,PERSON
Hatkanangle,GPE
Parner,GPE
the Society for Elimination of Rural Poverty,ORG
Padmashree Tasgaonkar,PERSON
OP Dhankhar,PERSON
Behvalpur,GPE
NIT,ORG
Deepak Kumar Sharma,DIR
Greater Hyderabad,GPE
IFFCO Tokio General Insurance Company Limited,ORG
Majestic,GPE
Paramjit Singh Dhillon,PERSON
Amit Mandal,PERSON
Kray Vikray Sahakari,ORG
Nama Nageswara Rao,POL
Tripuranthakam,GPE
Kailash Bhati,PERSON
HASSAN,GPE
Shantaram Rajput,PERSON
Dighavkar,PERSON
Sangameshwar,GPE
HC,ORG
Keonjhar,GPE
Kartik Purnima,PERSON
the Maharashtra Rajya Draksha Bagaitdar Sangh,ORG
Jakkalodai village,GPE
Dhanegaon,GPE
Karatagi Rice Millers’ Association,ORG
Aharya Devvrat,PERSON
Madathukkulam,GPE
Sonbhadra,GPE
Renuka,PERSON
the Cotton Corporation of India’s,ORG
BKU E,PERSON
BATHINDA,GPE
BARNALA,GPE
Vitthal Dhandge,PERSON
Avinash Pandey,PERSON
Maharashtra State Road Development Corporation,ORG
Abi Emu,ORG
ID Bhatt,PERSON
Prem Chand Aggarwal,DIR
Ghosh,PERSON
Cornell University,ORG
Sadar Tehsil,GPE
Kumarakom,GPE
Tanwar,PERSON
Ludhiana Customs House,ORG
Sansaar Singh,PERSON
Hemant Ubale,PERSON
Baroni,GPE
Samathur,GPE
Puzhuthikuttai village,GPE
NSUI,ORG
Suguna,ORG
S Linganna,PERSON
Michael O’ Dwyer,PERSON
Balamurugan,POL
Airtel,ORG
Nagorao,PERSON
pharma city,GPE
Gurmakh,PERSON
Kosli,GPE
Singhur,GPE
KOLKATA,GPE
Khatopur,GPE
Dinesh Kumar,POL
Gandaulim,GPE
Baddowal,GPE
Jadavpur University,ORG
Sundaram Chaube,PERSON
Deshmukh,PERSON
Madhampatti,GPE
Ashok Rai,DIR
Varanashi Krishna Moorthy,PERSON
Sambhu Prasad Nayak,PERSON
Momin,PERSON
Rajesh Narvekar,PERSON
Barnana,GPE
AMARAVATI,PERSON
Rewar Jagir,GPE
Madhu Gaonkar,PERSON
Bhimpore,GPE
Shahrukh Vali Mohammed Safiya,PERSON
Bindu Chowk,GPE
Arumugam,DIR
LIP,ORG
Atru,GPE
Ranjani Raghavan,PERSON
Samir Tavare,PERSON
P Asokan,PERSON
Daryaganj,GPE
UN Mehta Hospital,ORG
Govindpur,GPE
Surjit Singh Phool,PERSON
Kumaun University,ORG
Sangli,GPE
Uday Gaware,PERSON
the central marine fisheries research institute,ORG
the Krishi Ashirwad Yojana,ORG
Manwa Patti,GPE
Taltareshettalli,GPE
Sathiramkondan village,GPE
MS Bhatia,PERSON
Dariawala village,GPE
Centre,GPE
Khadsupa village,GPE
Sarfaraz Malek,PERSON
Jaswant Singh Punia,DIR
Ravneet Singh Bittu,POL
IAUA,ORG
Ashwini Choudhry,DIR
Pasupathy,PERSON
Visakha Agency,GPE
V Dakshinamoorthy,PERSON
Bhartaiya Kisan Union,ORG
NHRC,ORG
Chauhan,PERSON
H J Thakkar,PERSON
Govind Singh Longowal,PERSON
GC Bayya Reddy,PERSON
Satej Patil,PERSON
the Indian Women’s Press Corps,ORG
Agrawal,PERSON
Niyamtabad,GPE
Vita,ORG
the Federation of Indian Export Organisations,ORG
Adi Dravidar,PERSON
MYSURU,GPE
Kerali village,GPE
Crime Investigation Department,ORG
Jasmeen Kaur,DIR
the ICAR-Indian Institute of Spices Research,ORG
ITD Cementation,ORG
Balasore,GPE
Raghavendra Singh Chauhan,PERSON
Army Southern Command,ORG
Kirpal Singh Seou,PERSON
Ghorkhindi,GPE
Paatil,PERSON
MUZAFFARNAGAR,PERSON
Mahendragarh,GPE
Akali-BJP,ORG
Sukhpal,PERSON
Sampath Kumar,POL
Chichakhandi village,GPE
Larson and Toubro Limited,ORG
Sachin Holkar,PERSON
Mahinder Singh Gill,POL
Delhi Police,ORG
Narendra Singh Rathore,DIR
S Niranjan Reddy,PERSON
Afghanistan,GPE
Covid,ORG
Onam,GPE
G R Jharia,PERSON
The Maharashtra Rajya Draksha Bagaitdar Sangh,ORG
Umesh Utkhede,PERSON
The Shethkari Sanghatana,ORG
Kerala Agricultural University,ORG
Joya,GPE
the Best Price,ORG
Parshotam Rupala,PERSON
Bhopa,GPE
Kavindapadi,GPE
Arun Sood,POL
Byadagi Chilli Market,ORG
Diganth,PERSON
Jodhpur,GPE
the Wildlife Institute of India,ORG
Sheo,GPE
Arakalavadi,GPE
Jaswinder Singh Sonu,PERSON
Seramau North,GPE
Mahila Kisan Adhikar Manch,ORG
the BKU-Bhanu,ORG
SB Bhalavi,PERSON
Teni,PERSON
Rohini,GPE
the National Crime Record Bureau,ORG
Nehtaur,GPE
Satnaam Singh,POL
Mangardah,GPE
Baytoo,GPE
IOC,ORG
mandi,GPE
V Dhakshinamoorthy,PERSON
MUHS,ORG
Machine Gun Kelly,PERSON
Mahendra Pratap Jaiswal,PERSON
Meerganj,GPE
Rakesh Kumar Bains,PERSON
Bachelet,PERSON
Saurashtra,GPE
Sangeeta,DIR
Manjappa,PERSON
Medigadda,GPE
Braj Mohan,PERSON
Annadata,ORG
Banda,GPE
Madhya Prades,GPE
Amiben,PERSON
Jyoti Balyan,PERSON
APPCB,ORG
Kaleka village,GPE
Bela Patel,PERSON
Mochipura,GPE
World Trade Organisation,ORG
Abbotsford,GPE
Nandan Singh Bisht,DIR
Ganesh N Jayakumar,PERSON
The Natural Farms,ORG
Art of Living,ORG
S N Aggarwal,PERSON
kuruvai,GPE
Telangana Real Estate Regulatory Authority,ORG
Central Coalfields Limited,ORG
Palliyakkal Service Cooperative Bank,ORG
Akola,ORG
BSEB,ORG
the Union earth sciences ministry’s,ORG
Danilimda,GPE
IMD,ORG
Aleria,ORG
Muzaffarpur,GPE
Vatsal Seth,PERSON
Siddhartha Dutta,DIR
the Rashtriya Krishi Vikas Yojana,ORG
khaps,ORG
India,GPE
Rajya Raitha Sangah,ORG
KHANNA,GPE
Devesh Chatur,PERSON
Kale Singh,PERSON
TIDCO,ORG
an NOC Archaeological Survey of India,ORG
Badnapur,GPE
Manoj Chandurkar,PERSON
Rupnagar,GPE
Rabupura,GPE
AGRA,GPE
Ambala,PERSON
Anuj Kumar,POL
Pranpur,GPE
Rampal Jat,PERSON
Sastra,PERSON
Ashis Banerjee,DIR
Jasadhar animal care centre,ORG
Kalyana Karnataka,GPE
D Navaneethan Gopalakrishnan’s,PERSON
T K Ashok Kumar,PERSON
Javandh Village,GPE
Yalal,GPE
K Periyasamy,PERSON
Manjalaru,GPE
Majithia,PERSON
Rakesh Sharma,POL
Avinash Singh,PERSON
N Chandrababu Naidu,POL
PCF,ORG
Anil Amliyar,PERSON
Krishak Bandhu,PERSON
Swamimalai S Vimalanathan,PERSON
P U Das,PERSON
Beed,GPE
Resham,PERSON
Dundhyakhedi,GPE
Gopal Ravidas,PERSON
Marathwada,GPE
the Telangana State Civil Supplies Corporation,ORG
D Krishna Bhaskar,PERSON
AYUSH Society,ORG
Morena,GPE
Pachmarhi,GPE
Hebbale,GPE
Sanyukt Kisan Morcha,ORG
Harendra Malik,PERSON
Jiti,PERSON
Yerpedu,GPE
Kudankulam,GPE
Chiroli,GPE
JMC Heritage,ORG
the Kisan Mazdoor Mahapanchayat,ORG
PTI,ORG
Karam Chand,PERSON
Jangra Sabha’s,PERSON
Jagmal Singh,POL
Amar Kade,PERSON
All India Kisan Ma,ORG
Venkayamma,PERSON
K Kathirvel,PERSON
GLDC,ORG
Mukesh Dangi,PERSON
BKU Krantikari,ORG
Police Armed Constabulary,ORG
Bareily,GPE
", Teja Singh Gurjjar",PERSON
Jagdish Singh,POL
T Gurusamy,PERSON
Bhaner,GPE
LG,ORG
Selvakumar,DIR
Tirupur,GPE
Patnekar,PERSON
Zero Phata,GPE
Chilla,GPE
Saurabh Yadav,DIR
BPCL,ORG
Congress,ORG
Aliyaganj village,GPE
S Mahendran,PERSON
Danve,PERSON
Sajjad,PERSON
Rai,PERSON
Chinnavedampatti,GPE
Dhakwara village,GPE
Subhanpur village,GPE
Sridevi Wagh,PERSON
Gandhi,PERSON
The Union government,ORG
AMIM,ORG
Rakesh Bains,PERSON
Hanumangarh,GPE
Chamkaur Singh,PERSON
Amboli,GPE
Gomantak Party,ORG
Magazine,ORG
SRSP,ORG
National Green Tribunal,ORG
Dalal,PERSON
BAC,ORG
AYODHYA/LUCKNOW:,GPE
Veligonda,GPE
Desktop Infosolution,ORG
Satlbir Singh,DIR
Regional Agriculture Research Institute,ORG
B Veerappa,PERSON
Kantolia,GPE
Hardeep Singh,DIR
Abhishek Choudhary,DIR
Fateh Jung Singh Bajwa,DIR
Abhay Singh Chautala,POL
Uniyal,ORG
IKP,ORG
Govind Joshi,PERSON
Vairathikulam,GPE
Shetkari Sanghatna,ORG
Sukumar Ghosh,PERSON
Chuhar Chak,GPE
Cyberabad,GPE
the Sanyukt Sangharsh Party,ORG
Pavagada,GPE
Madapparambu Bhaskaran,PERSON
Badal,PERSON
QRT,ORG
Loliem,GPE
Kisan Samanvay Samiti,ORG
TRCMPU,ORG
Kushboo,PERSON
the Knitwear Club,ORG
Agri College and Research Institute,ORG
Nagose,PERSON
K Rama Narayana,PERSON
Wayanad-,GPE
Kallanai,GPE
Vaishali,PERSON
Jagroop Yadav,PERSON
Ichhapore,GPE
the Pradhan Mantri Kisan Samman Nidhi,ORG
Posani Venkateswarlu,PERSON
Agricultural Technology Management Agency,ORG
Bhausaheb Patil,PERSON
Sampath,DIR
MFMB,ORG
K Keshava Rao,POL
Talaja,GPE
the Kerala HC,ORG
Jasveer Singh Virk,PERSON
Angad,PERSON
Balkrishna Sawant,PERSON
Federations of Self-Help Groups,ORG
Olectra Greentech,ORG
PK Jain,PERSON
Venkatrasa,PERSON
the Cotton Corporation of India,ORG
mak,PERSON
Mombajipet village,GPE
Agricultural Produce Market Committees,ORG
Amrinder Singh,DIR
Life Line Foundation,ORG
Suryakant Harichandra Bomkar,PERSON
department of science and technology,ORG
Faridabad village,GPE
Rural,GPE
Nitin Sawant,PERSON
Nimoth,GPE
Palamu,GPE
Sukhvir Khalifa,PERSON
