Entity,Type
Bibikulam,GPE
Karnatak,GPE
Syro-Malabar Church,ORG
Baiju,PERSON
Ayyakannu,PERSON
a Kisan Bhawan,ORG
Belize,GPE
Jhalawar,GPE
Geeta Devi,PERSON
Peter John,PERSON
Khwaja Hussain,PERSON
Haryana Space Applications Centre,ORG
Kenchappa,GPE
NSUI,ORG
Shivapur,GPE
Dilkash,PERSON
Prashanth Kumar K C,PERSON
Sohana,GPE
Dakshin,GPE
Sadum,GPE
Jagdeep Sehgal,PERSON
Dariawala village,GPE
Wind World India,ORG
Mandleshwar,GPE
Tehri,GPE
Agrovision Foundation,ORG
Jeevani,ORG
HSADL,ORG
Finance Commission,ORG
The Kisan Sabha,ORG
Sarv Samaj,PERSON
Gandak,GPE
TNCSC,ORG
both Houses of Parliament,ORG
Kolshet,GPE
Maharashtra Lokayukta,ORG
Deelip Mhaisekar,PERSON
Lakshminarayana,PERSON
Jitendra Tiwari,PERSON
Fakrabad village,GPE
Thiruvarankulam,GPE
Vadagaon,GPE
Amarjeet Meharda,PERSON
Bassi,GPE
Gramin Kisan Aghadi,GPE
All India Democratic Women's Association,ORG
Mauranipur,GPE
Ramod village,GPE
Bristol,GPE
DHARMAPURI,GPE
Supreme Court’s,ORG
Vellore,GPE
Gosha,PERSON
Manyathaalli,GPE
A Aditya,PERSON
Sajjan Singh Cheema,PERSON
CHANDIGARH/JAIPUR,GPE
Mohali,ORG
The Bharatiya Kisan Union,ORG
Buggappa,PERSON
Raman Nayka,PERSON
Rusaiya,GPE
Walva,GPE
Gediya,GPE
Naresh R,PERSON
the Sahitya Akademi,ORG
Neriamangalam,GPE
MGNREGA Front Punjab,ORG
Kisan Cong,ORG
Janardhan Raju,PERSON
Veppur,GPE
LPS,ORG
Suvendu Adhikari,PERSON
Rajbir Kaur,PERSON
Bhoopani,PERSON
G Mukesh,PERSON
Jalmuru,GPE
Kareli,GPE
Haresh,PERSON
Birajdar,PERSON
The Samkyukta Kisan Morcha,ORG
US Department of Agriculture,ORG
Arunachal Pradesh,GPE
Jawalagiri,GPE
Ayilai Sivasuiyan,PERSON
Adhir Chowdhury,PERSON
Behal,GPE
INLD,ORG
Qazi Nizamuddin,PERSON
Siruguppa,GPE
Uttarkashi,GPE
Guwahati,GPE
Kodimangalam village,GPE
Tarun Chugh,PERSON
Aryan Khan,PERSON
Buta Singh Burzgill,PERSON
Jasvir,PERSON
Harsimrat Kaur Badal,PERSON
Ajay Bhalla,PERSON
T Jagga Reddy,PERSON
Chamkaur Singh,PERSON
CPDCL,ORG
NHSRCL,ORG
Anant,PERSON
Swaraj India,ORG
Jagdip Singh Aulakh,PERSON
Kuttanad Karshaka Sangam,ORG
PIMPRI CHINCHWAD,GPE
Rajiv Bharosa,PERSON
Y S Jaganmohan Reddy,PERSON
Savita,PERSON
Radaur,GPE
Varsha Gaikwad,PERSON
Saminathan,PERSON
Charthawal,GPE
Aher,PERSON
P T Srinivas,PERSON
Vimala R.,PERSON
Anand Kumar,PERSON
Baburao,PERSON
K L Dobariya,PERSON
Kisan Ekta Morcha ’s,ORG
Pitambar Tore,PERSON
MORENA,GPE
Sattupally,GPE
A S Ravi,PERSON
Goenche Shetkar,PERSON
Shravani,PERSON
Radhamohanpur High School,ORG
NIA,ORG
Kapurthala Chowk,GPE
Lingammal,PERSON
Sohan Juwarker,PERSON
Mukarba Chowk,GPE
Chadauni,ORG
Nadhiyunni,GPE
Mohammad Islamuddin,PERSON
V Baskaran,PERSON
Swarn Singh,PERSON
Uptela village,GPE
Bettadakeshavi village,GPE
Tushar Girinath,PERSON
Janarthanan,PERSON
Nashik city,GPE
Harssh Poddar,PERSON
Om Sanjay Talekar,PERSON
Tupkar,PERSON
NISHAD,ORG
Matsya Sampada Yojana,PERSON
Beryl Apartments,ORG
PMGSY,ORG
Mangrol Marine Police,ORG
Kinoni,GPE
Mitraniketan Krishi Vigyan,ORG
Sirsa Bandh,PERSON
A Srikanth Reddy,PERSON
Agnelo D’Cunha,PERSON
Bina district,GPE
Mahalakshmi,PERSON
P P Mathai,PERSON
the Armed Forces,ORG
Ranchi University,ORG
pharma city,GPE
Ambheta Chand,GPE
Anil Bonde,PERSON
Avdhesg,PERSON
B L Santosh,PERSON
Chattisgarh,GPE
Hanagal,GPE
Naika,PERSON
Zaveri,PERSON
HDCDRF,ORG
Chinnasamy,PERSON
Santnagar,GPE
Bodeli,GPE
Indian Agricultural Universities Association,ORG
Pradyumannagar,GPE
Gurmel,PERSON
Elavanchery grama panchayat,GPE
Rajam,GPE
Akhila,PERSON
Rajendranagar,GPE
the Dr APJ Abdul Kalam Technical University,ORG
Menon,PERSON
Sathankulam,GPE
Vishvendra Singh,PERSON
Suresh Singh,PERSON
Virpur,GPE
Yeknare,PERSON
London,GPE
Maharashtra State Road Transport Corporation,ORG
Depalpur,GPE
Mukesh Bambhroliya,GPE
The Indian Institute of Technology,ORG
Budhlada,GPE
Gakuved,ORG
LS Kurinji,PERSON
Ranaut,PERSON
Ranj Singh,PERSON
Singireddy Niranjan Reddy,PERSON
A Jagannathan,PERSON
the Commission for Agriculture Costs and Prices,ORG
Sloan School of Management,ORG
ben,PERSON
Dantiwas village,GPE
GRT,ORG
Narsampet,GPE
S P Ilangovan,PERSON
Beriya Daulat,GPE
"AP Medical Education, Research Corporation",ORG
the Odisha State Cooperative Milk Producers Federation,ORG
Venkateswara Rao,PERSON
Palla,GPE
Maharashtra State Electricity Distribution Company’s,ORG
Guddu,PERSON
Madalapura,GPE
the Centre for Research in Rural and Industrial Development,ORG
Sangamner,GPE
Narol,GPE
Santan Rodrigues,PERSON
Jaigaon,GPE
Subhanpur village,GPE
Vilas Sonde,PERSON
Division 6 SHO,ORG
RRL,ORG
Swabhimani Shetkari Sanghtana,ORG
D Sasikumar,PERSON
Pratap Nagar,GPE
Parsana,PERSON
Sundarrao Kurhe alias Balu Patil,PERSON
Bibipur,GPE
Pawan Khoja,PERSON
Khalid Abbasi,PERSON
Lok Chetna Lehar,ORG
Bordi,GPE
Venkatesh,PERSON
Hanan Mollah,PERSON
Horticorp,ORG
the Confederation of Indian Industry,ORG
Adinath Parab,PERSON
Jashmin,PERSON
D Jayamani,PERSON
Komandla Gopal Reddy,PERSON
Farmers’ Association,ORG
Mahendra Singh Sisodia,PERSON
APMERC,ORG
Majura,GPE
Barabanki,GPE
Chandannagar,GPE
H J Thakkar,PERSON
Rajasthan Pradesh Congress Committee,ORG
Rohle village,GPE
Rayapudi,GPE
V K Gangwar,PERSON
Goa Engineering College Hostel,ORG
Tiddi Satarkta,ORG
Amol Kolhe,PERSON
AURANGABAD,GPE
V S Sivakumar,PERSON
Mangeram Tyagi,PERSON
Sonsai,PERSON
Valsad North Forest Division,GPE
Chahar,PERSON
Saif Ali Khan's,PERSON
Barnana,GPE
UN Mehta Hospital,ORG
Rajdeep Chamar(17,PERSON
Jagdeep Singh Aulakh,PERSON
the Kisan Andolan Committee of Ghazipur,ORG
Majinder Singh,PERSON
Pandian,PERSON
Sardarsahar,GPE
Moti Singh Rajpurohit,PERSON
MS Bhatia,PERSON
P,PERSON
Roop Kishore,GPE
the Bharatiya Kisan Sangh,ORG
Phalodi,PERSON
Upnagar,GPE
Francisco Silveira,PERSON
H M Gadhvi,PERSON
Sahnewal,GPE
indica,ORG
Arrah,GPE
Y Bharath Shetty,PERSON
KUNDLI,GPE
the Agricultural Technology Management Agency,ORG
Rohini,GPE
Ajay Chaudhari,PERSON
Subhash Chandra Kedia,PERSON
Indian Overseas Bank,ORG
Suresh Nimbalkar,PERSON
The Central Market Merchants’ Association,ORG
Youth Congress,ORG
Kisan Welfare Society,ORG
Agriculture Technology Management Agency’s,ORG
B Srinivasa Reddy,PERSON
Aarey,GPE
Kumbakonam,GPE
Kalu Patgir,PERSON
Kawarsi,GPE
Ramachandran,PERSON
Prakash Zamrala,PERSON
Amarinder Singh Raja Warring,PERSON
Ramuk,PERSON
K Raghupathi Bhat,PERSON
Mandi,GPE
Sankarakulam,GPE
Prahlad Singh Bharukhera,PERSON
BHOPAL,GPE
Jitendra Kumar Sharma,PERSON
Terai,GPE
Government Agricultural School,ORG
Vajpayeeji,PERSON
VCK,ORG
Sarvjeet Kaur Manuke,PERSON
Left,ORG
Ratan,PERSON
Gulkani,GPE
Narayan,PERSON
Chandrakant ‘Babu’ Kavlekar,PERSON
Yogender Yadav,PERSON
Varkhed,GPE
Shree Ganesh Sai Services,ORG
Guneet Singh,PERSON
Surjeet Sinha,PERSON
Baltara,GPE
Thondamuthur,PERSON
Khade,PERSON
Unthkhana,GPE
Bikambar Singh,PERSON
Sayaji Fadtare,PERSON
Mitesh Trivedi,PERSON
Gazipur,GPE
Sanjay,PERSON
Ananthapur,GPE
Radhe Bishnoi,PERSON
Sanganer,GPE
S Yuvaraj,PERSON
Kisan Sabha,ORG
Karkauli village,GPE
Bichpuri,GPE
Pawan Kumar,PERSON
Ravaliya,PERSON
Joseph Koluthuvallil,PERSON
Handesra village,GPE
Ravindra Sawale,PERSON
N Ramachander Rao,PERSON
Raja Park,GPE
Gore,PERSON
Bharatiya Kisan Union Ekta Dakonda,ORG
Ajay Mishra Teni’s,PERSON
AV Ravi Kumar,PERSON
Primus,PERSON
Kelvad,GPE
Chakeri,GPE
Nirmal Dhillon,PERSON
Congress Party,ORG
Yavat,GPE
Yadvinder Singh,PERSON
Saat Nischay,ORG
Aparajita Singh,PERSON
Consortium of Indian Farmers Associations,ORG
Kharkhoda,GPE
Raju Adagale,PERSON
Shivadwaj Shetty,PERSON
Surat District Cooperative Bank,ORG
Kotada Sangani,GPE
the Coconut Research Station,ORG
co,ORG
Marathe,PERSON
Arshi,PERSON
Katara,PERSON
Mangesh,GPE
H S Phoolka,PERSON
Ramesh Pokhriyal 'Nishank,PERSON
Bharartpur,GPE
Maurya,PERSON
Lalit Yadav,PERSON
Thatikonda Vishwanatham,PERSON
Narasimha Reddy,PERSON
Thavamani,PERSON
Meherban,GPE
sangam,GPE
Shrish Chandra,PERSON
Bharatmala,GPE
Abhishek Verma,PERSON
Prakash Viplav,PERSON
Anil Anturkar,PERSON
Agricultural Produce Marketing Committee,ORG
Transport,ORG
Mangapet,GPE
Amrita Kundu,PERSON
Amangarh,GPE
Kamalpreet,PERSON
Chandanagar,GPE
Nizampatnam mandal,GPE
Behat,GPE
Panchapur,GPE
SK Pandey,PERSON
Ambegaon,GPE
Vali Palash,PERSON
Government Hospital,ORG
Ram Vinod Singh,PERSON
Oothupatti,GPE
Bachhu Kadu,PERSON
SRGSBT,ORG
MVR Raju,PERSON
RRECL,ORG
Mavadi,GPE
Met,ORG
Hyderbad,GPE
The India Meteorological Department,ORG
JHANSI,PERSON
Manjit Singh Nyal,PERSON
CCF,ORG
Bahmhangaon,GPE
Girish Chandra,PERSON
Krishi Vignan Kendra,ORG
Moosa Quadri,PERSON
Ganpat Darade,PERSON
CISF,ORG
Sirohi,GPE
Bal Malkit Singh,PERSON
Dushant Chautala,PERSON
Mahesh Kharade,PERSON
Sengipatti,GPE
Itawa,GPE
Ramku Vegad,PERSON
Manish Tiwari,PERSON
WBCERC,ORG
Ambedkar,PERSON
V Giriprakash,PERSON
Shafiqur Rehman Barq,PERSON
Madhya Prades,GPE
Raju Bhabhor,PERSON
Maharasthra,GPE
Makhan Sing,PERSON
Khandelwal,PERSON
Shrimangala agricultural produce cooperative society,ORG
RP Sharma,PERSON
SS Kaler,PERSON
Nagendra,PERSON
Barammana Gurikar,PERSON
Soundaram,PERSON
The urban development department,ORG
the National Commission of Farmers 2006,ORG
the agriculture price commission,ORG
Uddhav Mate,PERSON
Ram Singh’s,PERSON
Iqbal Bano’s,PERSON
1076,ORG
Dua,PERSON
Anilkumar Das,PERSON
Komal Lamba,PERSON
the Akali Dal,ORG
A Boomiraja,PERSON
Sumit Chauhan,PERSON
Beed district,GPE
Bulara,GPE
Jogiram Sihag,PERSON
Somatane Phata,GPE
Kabirganj Sadhan Sahkari Samiti,GPE
Vandana Shiva,PERSON
Rambali Yadav,PERSON
Chidambaram,GPE
Dharma Reddy,PERSON
Malaipalayam,GPE
A Paramasivam,PERSON
Lakhbir,PERSON
Jasleen Kaur,PERSON
Shajahanpur,GPE
International Water Management Institute,ORG
Virender Kanwar,PERSON
Anil Deep Mahal,PERSON
Chinmoy Ghosh,PERSON
Prince Caterers,ORG
Pritpal,PERSON
Benipal Naginder,PERSON
Subbulakshmi,PERSON
Shirgao,GPE
The Islamabad Hindu Panchayat,ORG
Mahau village,GPE
Provincial Armed Constabulary,ORG
Organic India Private Ltd,ORG
Bhagat Singh Chowk,GPE
Mukul Mehra,PERSON
Bairiya,GPE
Kudankulam,GPE
Punjab State Warehousing Corporation,ORG
Virendra Singh Hooda,PERSON
Hanumannagar,GPE
Khunti,GPE
Ravikant Sharma,PERSON
Dugri,GPE
Ramji,PERSON
Prabhu,PERSON
the National Investigation Agency,ORG
Jagseer Singh,PERSON
Mela Ulur,GPE
MK Stalin,PERSON
the Tamil Nadu Farmers Association,ORG
Thadagam,GPE
PMKISAN,ORG
the Centre for Sericulture and Biological Pest Control,ORG
Reliance Retail Ltd,ORG
Najeer Ahmed Makandar,PERSON
Nilesh Chandarana,PERSON
Chintapalli Research Centre,ORG
Sunil Singla,PERSON
Udhampur,GPE
the energy department,ORG
Punjab Grains Procurement Corporation Ltd,ORG
Sukhjit Singh,PERSON
MDMK,ORG
Jaspal Singh Niamia,PERSON
the Gujarat Food and Civil Supplies Corporation,ORG
Discom,ORG
Singh,ORG
K Vairamani,PERSON
Rajesh Daga,PERSON
Sukhdev Singh Chak,PERSON
Mallur,GPE
AU,ORG
PDCs,ORG
Krantikari Kisan Union Patiala,ORG
Masaurhi,GPE
Moti,PERSON
Basanta,GPE
Sunaina Singh,PERSON
Trump,PERSON
Mansinh Patel,PERSON
Chinnakarupoorampatti,GPE
H Arun Kumar,PERSON
K Raju,PERSON
Pachpeda Prahladpur,GPE
Kundeelpur,GPE
Sanjay Jha,PERSON
Rapria,PERSON
Amal Haldar,PERSON
Bhawni,GPE
Daivajna,ORG
North and South Poongudi,GPE
Hofed,ORG
the Institute of Agricultural Sciences,ORG
Vilas Patil Chopde,PERSON
Ch Tirupathi,PERSON
Saumya Agarwal,PERSON
Shubham Garg,PERSON
the Bhartiya Kisan Union,ORG
Gudalur,GPE
Rashtriya Gurjar Swabhiman Samiti,ORG
CTRI,ORG
Mundha Pandey,GPE
Narayana,PERSON
Visakhapatnam district’s,GPE
Gur Mandi,GPE
Devender Babli,PERSON
Phanideep,PERSON
New Guwahati,GPE
Kudh Fatehgarh,GPE
Nandigram,GPE
Shubham Mishra,PERSON
Mavinaholeyappa,PERSON
Gajraula village,GPE
Medninagar,GPE
Telanagana,GPE
Noor Mohammed,PERSON
Palamu,GPE
Adatiyas,ORG
Sellur K Raju,PERSON
P K Chhuneja,PERSON
T Krishnasamy Vandaiyar,PERSON
E Chandrasekharan,PERSON
Rama Chettipalayam,GPE
the J Farm Services,ORG
N Ramchander Rao,PERSON
Kamani Venugopala Reddy,PERSON
the Nashik Municipal Smart City Development Corporation Ltd,ORG
Rayate,PERSON
Varun Dhawan,PERSON
BT Lalitha Naik,PERSON
Murugan,GPE
Ch Yesurthnam,PERSON
anti-Punjab,ORG
CIA,ORG
Vandana,PERSON
UP,ORG
Pete Davidson,PERSON
Sanjay Gandhi Transport,ORG
Shela,GPE
Kanadia village,GPE
Kohara,GPE
Gumti Gurdwara,GPE
Vasantrao Naik Shetkari Swavalamban Mission,ORG
Mamallapuram,GPE
M/S M J Solanki,ORG
Ajay Pal Sahni,PERSON
Muthana,GPE
JANS NKKC,ORG
Cambodia,GPE
the National Human Rights Commission,ORG
Nandini Chhabria,PERSON
Parthasarathy,PERSON
Jangra,GPE
Bithoor,GPE
the Tarakeswar Bazar Samiti,ORG
the revenue administration of Tamil Nadu,ORG
Donwade village,GPE
SDPO,ORG
Pandya,PERSON
Kothakota,GPE
Sarvar Rana,PERSON
Ibrahim Ali Khan,PERSON
the “School Garden Project,ORG
Rashtriya Kisan Mahasangh,ORG
Kanagasabapathy,PERSON
India against Propaganda,ORG
Birender,PERSON
Ponnavolu Sudhakar Reddy,PERSON
Prohibition Enforcement Wing,ORG
Vyttila,GPE
Andbhoji,GPE
Mewa Lal,PERSON
Anuskura village,GPE
Samaspur Kubri,GPE
Simran,PERSON
Muthuswamy Colony,GPE
Kewalganj,GPE
K D Bhandari,PERSON
AP Special Police,ORG
Munderva,GPE
Sukurhuttu village,GPE
Khuiyan,GPE
Nayab Saini,PERSON
C B Chandan,PERSON
the Tractors and Farm Equipment Limited,ORG
Babra,GPE
Khushnood,PERSON
Firozpur village,GPE
Rythu Bbandhu,PERSON
A M Khanwilkar,PERSON
Kunal Singh,PERSON
Ahluwalia,PERSON
Bastara,GPE
Mohan Ghogre,PERSON
Jnana Gangothri,GPE
Shriram Shete,PERSON
Ramnath Pokale,PERSON
Manalmedu village,GPE
Pamini,GPE
Lokesh Jagalasar,PERSON
Vidhayakpuri,GPE
RPMA,ORG
Baliraja till Grahakraja,ORG
Peth,GPE
Khamaswadi village,GPE
Arera Colony,GPE
PANCHKULA,GPE
Poorandampalayam,GPE
Antil Khap,GPE
Arasoor,GPE
Jasp,GPE
P Asokan,PERSON
Pankaj Bhatt,PERSON
Baiyanpur village,GPE
Chetna Patel,PERSON
AP Genco,ORG
PUNSUP,ORG
Kisan Mazdur Sangarsh Committee,ORG
East Singhbhum,GPE
Kartikeya,PERSON
", Ram Pal Jat",PERSON
K Venkataiah,PERSON
Rajmathai,GPE
Raosaheb Dadarao Danve,PERSON
K K Kalyankar,PERSON
Minapur,GPE
Yogi Aditya Nath,PERSON
Prashanth Kulali,PERSON
padashekaram,GPE
Ajay Tyagi,PERSON
Kanna,PERSON
Umar Khalid,PERSON
Rajesh Rathwa,PERSON
Nakul Nath,PERSON
Punjab Federation of University and College Teachers Organisations,ORG
Banswara,GPE
Parliament,ORG
Navjot Kaur Sidhu,PERSON
andher nagari,GPE
Udaialal Anjana,PERSON
AAKBY,ORG
Pravin,PERSON
Shaktisinh Gohil,PERSON
the Thanjavur District Cauvery Farmers Protection Association,ORG
Salape,PERSON
Ratlam,GPE
Bharpur Singh,PERSON
ASI Goa,ORG
Kagzi,PERSON
Baghapurana,GPE
an NOC Archaeological Survey of India,ORG
Dayanand Poonia,PERSON
Gharuan village,GPE
Investcorp,ORG
Vijay Nayudu,PERSON
DJB,ORG
the Bangalore Wholesale Food Grains and Pulses Merchants,ORG
Nangloi,GPE
Sankhat,PERSON
Dileep Baid,PERSON
Indukala,PERSON
Naran Rabari,PERSON
Santhal Parganas,GPE
UP Cooperative Union,ORG
Ganesh Kalbande,PERSON
MPCB,ORG
Naressh Bera,PERSON
Gola,GPE
Mainalli,GPE
CWMA,ORG
Vikash Bhawan,ORG
Maharashtra Real Estate Regulatory Authority,ORG
Usha devi,PERSON
the Swaminathan Commission’s,ORG
Dumad village,GPE
Baliyan,PERSON
Purba Midnapore,GPE
Elgar Parishad,ORG
Kisan Mahasabha,ORG
TVPS,ORG
Siddaraju,PERSON
AIAWU,ORG
Kripalsinh Rana,PERSON
Najot Singh Bhullar,PERSON
Dubbak,GPE
Jyoti Balyan,PERSON
Vijay Kumar Sinha’s,PERSON
Antony P M,PERSON
Vaiyampatti,GPE
Yeddiyurappa,PERSON
KMRC,ORG
FAARD,ORG
Harjinder Singh,PERSON
Pratik Chandarana,PERSON
Sengamalakannan,PERSON
Reet Kamal Tiwari,PERSON
Isora village,GPE
Ner,GPE
Haryan,GPE
Kallanthiri,GPE
Sukhdev Singh Kokri,PERSON
Gurpatwant Singh Pannu,PERSON
Baandheva,GPE
Vikrant Choudhary,PERSON
Rajpara,PERSON
— Shiva Kumar Pinna,PERSON
Namkom,GPE
Jadish Lal Badhan,PERSON
Ambani,PERSON
Santosh Kumar,PERSON
Kiran Gaur,PERSON
Ram Nath Kovind,PERSON
The Nashik District Central Cooperative Bank,ORG
the Sangh Parivar,ORG
the Pradhan Mantriji,PERSON
Dabur Chowk,GPE
Kisan Kalyan Abhiyan,ORG
Pachauri,PERSON
S R Satishchandra,PERSON
N Uttam Kumar Reddy,PERSON
Gaekwad Haveli,GPE
Mukteshwar,GPE
Northern Arc,ORG
Acharya NG Ranga Agricultural University,ORG
K Gopala,PERSON
BARNALA,GPE
Cent,ORG
Jaisalmer,ORG
PES College of Education,ORG
Sojan,PERSON
Rakesh Chandra Mishra,PERSON
All India Kisan Sabha,ORG
Rameshkumar Joshi,PERSON
Charan Singh,PERSON
Milind Madhukar Manerikar,PERSON
Upender,PERSON
B Venugopal,PERSON
Vizag,GPE
Vinayaka Kodsare,PERSON
Neuria,GPE
Jagir Kaur,PERSON
NTCA,ORG
Jharasangam,GPE
Raghunatha Babu,PERSON
Nandkumar Daga,PERSON
Shantibhai Mavani,PERSON
Sanju Turaha,PERSON
Jadunath Sarkar,PERSON
Indco,ORG
Popatpara,GPE
Asia Pacific Forest Invasive Species Network,ORG
Madhira town,GPE
Vashi APMC,GPE
Eamcet,ORG
Krishnamoorthy,PERSON
Daskroi,GPE
Rama Krishna,PERSON
Dadasaheb Bhuse,PERSON
MSRTC,ORG
Kishorpur,GPE
Naganahalli,GPE
Model Town,GPE
Delhi Police’s,ORG
the Consortium of Indian Farmers Association,ORG
Thakre,PERSON
Bhilwara,GPE
South Canara District Central Cooperative (SCDCC) Bank,ORG
Gajanan Sindadwar,PERSON
Pawan Devi,PERSON
Shahipura,GPE
Shah Rukh Khan’s,PERSON
Shalom Saiyyad,PERSON
Mascot Construction Company,ORG
Naliya,GPE
Jeevan Mane,PERSON
Udailal Anajana,PERSON
Kanchanpur,GPE
Jagan,PERSON
Kalavad,GPE
Gour Malda,GPE
Dandiganahalli hobli,GPE
GARHWA,GPE
Bodhiwala village,GPE
Pawar,GPE
Dudhwa Tiger Reserve,GPE
Raj Bhavan,GPE
Bhartiya Kisan Union Zindabad,ORG
Dushyant Chautala ’s,PERSON
Rajasthan NSUI,ORG
R Swamy,PERSON
Rayat Kranti Sanghatana,ORG
Hatkanangle tehsil,GPE
Himmat,PERSON
Mangalpura,GPE
Sombir Sangwan,PERSON
Yuva Kisan Sabha,ORG
Himmatpur village,GPE
Ajit Singh’s,PERSON
Gondpipari,GPE
Robert Vadra,PERSON
‘Mera Tractor’,ORG
Bhavesh Mishra,PERSON
Topatand,GPE
the World Bank,ORG
Kulakode,GPE
Janakraj,PERSON
Virendra Singh Sindhu,PERSON
Narkhi,GPE
NIE,ORG
Burjgill,PERSON
R Sasikala,PERSON
Columbus,GPE
Gordhan Zadafiya,PERSON
Annadata,ORG
Yarlagadda Venkata Rao,PERSON
RPI,ORG
the department of animal husbandry and veterinary services,ORG
Agrahara Samakulam,GPE
NAMAKKAL,GPE
Divisional,ORG
Sonepat,GPE
Kisan Nidhi,PERSON
"Pachapalayam ,",GPE
Vadodara,PERSON
Jasmel Singh,PERSON
Sharjeel Imam,PERSON
YSR,ORG
Indira Colony,GPE
Mattewara,PERSON
Generali India Insurance Co Ltd,ORG
Rasipuram,GPE
The Karnataka Commission for Protection of Child Rights,ORG
IARI,ORG
Fazilka,GPE
Jambu Rathwa,PERSON
Sanyukta Kisan Morcha’s,ORG
Chityal,GPE
Wadettiwar,PERSON
The Thanjavur District Cauvery Farmers ’ Protection Association,ORG
Noida Authority,ORG
BKU-Tikait,ORG
Amul,ORG
Kharadi,GPE
Khirsara,GPE
Pramod Kumar Joshi,PERSON
Safdarjung,GPE
Aseel,ORG
Harish Uthaman,PERSON
R Rajesh Kumar,PERSON
Kaimur,GPE
Suraj,PERSON
Ministry of New and Renewable Energy,ORG
Bharatiya Sikh Sangathan,ORG
Hanumakonda,GPE
Kerala State Civil Supplies Corporation,ORG
Eknaura village,GPE
Amir,PERSON
Ayub Ali Baig,PERSON
Konambe,GPE
Balasubramanya Hanagal Manjunath,PERSON
Khatoli,GPE
KGMU,ORG
R Maruthadurai,PERSON
Elsevier,ORG
Arjun Ram Meghwal,PERSON
TUTICORIN,PERSON
Ram Nutakki,PERSON
FRP,ORG
S Niranjan Reddy,PERSON
Sucha Singh,PERSON
Lakshadweep,GPE
Khark Poonia,GPE
Salendri Devaiah,PERSON
SSB,ORG
Trichy P Asokan,PERSON
Nanjangud,GPE
Naemulhasan,PERSON
Dhesi,PERSON
Ekta Ugrahan),ORG
Harsh,PERSON
Sanjeev Saxena,PERSON
Nagorao Kamble,PERSON
Alpesh Parmar,PERSON
Pradip,PERSON
Una taluka,GPE
Resham Singh Ya,PERSON
Dravidar Kazhagam,GPE
Baldeo,GPE
Hitech City,GPE
Botad,GPE
Kuruvampatti,GPE
CB Ram Mohan Reddy,PERSON
Vajpayee,PERSON
State Level Bankers Committee,ORG
Melavastha Savadi,GPE
Abhinav,PERSON
Jamhoori Kisan Sabha,ORG
Ch Krishna Reddy,PERSON
Yendada,GPE
Narwal,PERSON
Gadegaon,GPE
PGI,ORG
Saskatchewan,GPE
Ashwini,PERSON
Junagadh Agricultural University,ORG
Rai tehsil,GPE
ML,ORG
Communist Party,ORG
Maruvakkad padashekaram,GPE
Surguja,GPE
Haveri district,GPE
Kalgaon village’s,GPE
Botcha,PERSON
Bangarupalem,GPE
D Imman 's,PERSON
Dhanbad,GPE
Thakur Rakesh Singh,PERSON
the Sports University,ORG
State Council of Education Research and Training,ORG
Malhari Batule,PERSON
the National Commission on Farmers’,ORG
the United Nations Development Programme,ORG
the department of disaster management and relief,ORG
Hari Om,PERSON
the Union Public Service Commission,ORG
Tatisilwai,GPE
Government Medical College Hospital,ORG
NGO ReBirth Foundation,ORG
Kadiyam,GPE
Guledi village,GPE
Ulhas Gaonkar,PERSON
Birpur,GPE
Uttam Nagar,GPE
MNS,ORG
Medak,GPE
Swadeshi,ORG
Kodiakkarai,GPE
Karkala,GPE
Nitile Mahabaleshwara Bhat,PERSON
VM Singh,PERSON
Ajay Kumar,PERSON
Krishnamurthy,PERSON
GUWAHATI,GPE
Harigarh village,GPE
Kavuthampalayam village,GPE
Deoghar,GPE
Bhagat Singh,PERSON
SCR,ORG
Revolutionary Socialist Party,ORG
All India Farmers Protest Organising Committee,ORG
Nitish,PERSON
Goa State Milk Producers’ Union,ORG
R K Gupta,PERSON
Malout,GPE
Bamanbore,GPE
Nishu Chaudhary,PERSON
Paota,GPE
Bhutal Kalan,GPE
Kamlesh Dhanda,PERSON
Subhashini Akurathi,PERSON
Varnama,GPE
Yash,PERSON
Francis D’souza,PERSON
Durgapura,GPE
land revenue department,ORG
the Tamil Nadu Irrigated Agriculture Modernization Project,ORG
All India Coordinated Research Project,ORG
Thiruvattar,GPE
Valvade,GPE
Krishi Vishvavidyalaya,ORG
Dudh Utpadak Shetkari Sangharsh Samiti,ORG
Chimur,GPE
Anumita Roychowdhury,PERSON
Periyar-Vaigai Irrigation Ayacut Farmers Associations,ORG
Nandkishore Gour,PERSON
Bengal Rice Mills Association,ORG
Shaha,PERSON
Vemunur,GPE
Pradip Majumdar,PERSON
Eknora,GPE
Swami Vivekananda,PERSON
Barod,GPE
Chalisgaon,GPE
Chandra Pal's,PERSON
Sirhind,GPE
Jayakwadi,GPE
Thennampalayam,GPE
Bhojapur,GPE
Narayan Chimaji Sarde,PERSON
Guajrat,GPE
Kripal Pal,PERSON
Bhamini,GPE
Shankara,PERSON
the Economic Survey,ORG
Dhanaraj Yadav,PERSON
Vijaypal,PERSON
Kuzhumani,GPE
Coimbatore Food Group,ORG
Harshleen Oberoi,PERSON
Bhesan taluka,GPE
Chennai,GPE
Amar Shinde,PERSON
DSFC,ORG
Siddhpur Chowki,GPE
Pradeep Dasarwar,PERSON
Chatrapura,GPE
Shankar Pingle,PERSON
Manisha Dhawde,PERSON
